"","nhood_month_year","count","month","year","nhood"
"1916","6 2017 Nob Hill",4,"6","2017","Nob Hill"
"1917","6 2017 North Beach",5,"6","2017","North Beach"
"1918","6 2017 Oceanview/Merced/Ingleside",7,"6","2017","Oceanview/Merced/Ingleside"
"1919","6 2017 Outer Richmond",8,"6","2017","Outer Richmond"
"1920","6 2017 Pacific Heights",5,"6","2017","Pacific Heights"
"1921","6 2017 Portola",3,"6","2017","Portola"
"1922","6 2017 Potrero Hill",2,"6","2017","Potrero Hill"
"1923","6 2017 Presidio Heights",1,"6","2017","Presidio Heights"
"1924","6 2017 Russian Hill",6,"6","2017","Russian Hill"
"1925","6 2017 Sunset/Parkside",10,"6","2017","Sunset/Parkside"
"1926","6 2017 Tenderloin",5,"6","2017","Tenderloin"
"1927","6 2017 Twin Peaks",1,"6","2017","Twin Peaks"
"1928","6 2017 Western Addition",2,"6","2017","Western Addition"
"1929","6 2018 Bayview Hunters Point",2,"6","2018","Bayview Hunters Point"
"1930","6 2018 Bernal Heights",1,"6","2018","Bernal Heights"
"1931","6 2018 Castro/Upper Market",2,"6","2018","Castro/Upper Market"
"1932","6 2018 Chinatown",1,"6","2018","Chinatown"
"1933","6 2018 Excelsior/Outer Mission",8,"6","2018","Excelsior/Outer Mission"
"1934","6 2018 Financial District/South Beach/SOMA",3,"6","2018","Financial District/South Beach/SOMA"
"1935","6 2018 Glen Park/Noe Valley",6,"6","2018","Glen Park/Noe Valley"
"1936","6 2018 Golden Gate Park",2,"6","2018","Golden Gate Park"
"1937","6 2018 Haight Ashbury/Hayes Valley",5,"6","2018","Haight Ashbury/Hayes Valley"
"1938","6 2018 Inner Sunset",3,"6","2018","Inner Sunset"
"1939","6 2018 Lakeshore",6,"6","2018","Lakeshore"
"1940","6 2018 Lone Mountain/USF",2,"6","2018","Lone Mountain/USF"
"1941","6 2018 Marina",6,"6","2018","Marina"
"1942","6 2018 Mission",10,"6","2018","Mission"
"1943","6 2018 Nob Hill",6,"6","2018","Nob Hill"
"1944","6 2018 North Beach",1,"6","2018","North Beach"
"1945","6 2018 Oceanview/Merced/Ingleside",4,"6","2018","Oceanview/Merced/Ingleside"
"1946","6 2018 Outer Richmond",9,"6","2018","Outer Richmond"
"1947","6 2018 Pacific Heights",5,"6","2018","Pacific Heights"
"1948","6 2018 Portola",2,"6","2018","Portola"
"1949","6 2018 Potrero Hill",2,"6","2018","Potrero Hill"
"1950","6 2018 Presidio Heights",1,"6","2018","Presidio Heights"
"1951","6 2018 Seacliff",1,"6","2018","Seacliff"
"1952","6 2018 Sunset/Parkside",8,"6","2018","Sunset/Parkside"
"1953","6 2018 Tenderloin",15,"6","2018","Tenderloin"
"1954","6 2018 Visitacion Valley",1,"6","2018","Visitacion Valley"
"1955","6 2018 West of Twin Peaks",2,"6","2018","West of Twin Peaks"
"1956","6 2018 Western Addition",1,"6","2018","Western Addition"
"1957","7 2011 Bayview Hunters Point",2,"7","2011","Bayview Hunters Point"
"1958","7 2011 Bernal Heights",7,"7","2011","Bernal Heights"
"1959","7 2011 Castro/Upper Market",3,"7","2011","Castro/Upper Market"
"1960","7 2011 Chinatown",1,"7","2011","Chinatown"
"1961","7 2011 Excelsior/Outer Mission",6,"7","2011","Excelsior/Outer Mission"
"1962","7 2011 Financial District/South Beach/SOMA",8,"7","2011","Financial District/South Beach/SOMA"
"1963","7 2011 Glen Park/Noe Valley",3,"7","2011","Glen Park/Noe Valley"
"1964","7 2011 Golden Gate Park",3,"7","2011","Golden Gate Park"
"1965","7 2011 Haight Ashbury/Hayes Valley",5,"7","2011","Haight Ashbury/Hayes Valley"
"1966","7 2011 Inner Sunset",1,"7","2011","Inner Sunset"
"1967","7 2011 Lakeshore",22,"7","2011","Lakeshore"
"1968","7 2011 Marina",3,"7","2011","Marina"
"1969","7 2011 Mission",4,"7","2011","Mission"
"1970","7 2011 Mission Bay",1,"7","2011","Mission Bay"
"1971","7 2011 Nob Hill",2,"7","2011","Nob Hill"
"1972","7 2011 Oceanview/Merced/Ingleside",1,"7","2011","Oceanview/Merced/Ingleside"
"1973","7 2011 Outer Richmond",3,"7","2011","Outer Richmond"
"1974","7 2011 Pacific Heights",2,"7","2011","Pacific Heights"
"1975","7 2011 Portola",1,"7","2011","Portola"
"1976","7 2011 Presidio Heights",1,"7","2011","Presidio Heights"
"1977","7 2011 Russian Hill",3,"7","2011","Russian Hill"
"1978","7 2011 Sunset/Parkside",2,"7","2011","Sunset/Parkside"
"1979","7 2011 Tenderloin",8,"7","2011","Tenderloin"
"1980","7 2011 Twin Peaks",2,"7","2011","Twin Peaks"
"1981","7 2011 Visitacion Valley",3,"7","2011","Visitacion Valley"
"1982","7 2011 West of Twin Peaks",2,"7","2011","West of Twin Peaks"
"1983","7 2011 Western Addition",1,"7","2011","Western Addition"
"1984","7 2012 Bayview Hunters Point",6,"7","2012","Bayview Hunters Point"
"1985","7 2012 Bernal Heights",1,"7","2012","Bernal Heights"
"1986","7 2012 Castro/Upper Market",5,"7","2012","Castro/Upper Market"
"1987","7 2012 Excelsior/Outer Mission",5,"7","2012","Excelsior/Outer Mission"
"1988","7 2012 Financial District/South Beach/SOMA",8,"7","2012","Financial District/South Beach/SOMA"
"1989","7 2012 Glen Park/Noe Valley",5,"7","2012","Glen Park/Noe Valley"
"1990","7 2012 Golden Gate Park",1,"7","2012","Golden Gate Park"
"1991","7 2012 Haight Ashbury/Hayes Valley",1,"7","2012","Haight Ashbury/Hayes Valley"
"1992","7 2012 Inner Richmond",1,"7","2012","Inner Richmond"
"1993","7 2012 Inner Sunset",5,"7","2012","Inner Sunset"
"1994","7 2012 Lakeshore",1,"7","2012","Lakeshore"
"1995","7 2012 Lone Mountain/USF",1,"7","2012","Lone Mountain/USF"
"1996","7 2012 Marina",2,"7","2012","Marina"
"1997","7 2012 Mission",9,"7","2012","Mission"
"1998","7 2012 Mission Bay",1,"7","2012","Mission Bay"
"1999","7 2012 Nob Hill",3,"7","2012","Nob Hill"
"2000","7 2012 North Beach",2,"7","2012","North Beach"
"2001","7 2012 Oceanview/Merced/Ingleside",2,"7","2012","Oceanview/Merced/Ingleside"
"2002","7 2012 Outer Richmond",5,"7","2012","Outer Richmond"
"2003","7 2012 Pacific Heights",3,"7","2012","Pacific Heights"
"2004","7 2012 Portola",5,"7","2012","Portola"
"2005","7 2012 Potrero Hill",4,"7","2012","Potrero Hill"
"2006","7 2012 Presidio Heights",2,"7","2012","Presidio Heights"
"2007","7 2012 Russian Hill",4,"7","2012","Russian Hill"
"2008","7 2012 Sunset/Parkside",11,"7","2012","Sunset/Parkside"
"2009","7 2012 Tenderloin",6,"7","2012","Tenderloin"
"2010","7 2012 Twin Peaks",2,"7","2012","Twin Peaks"
"2011","7 2012 Visitacion Valley",3,"7","2012","Visitacion Valley"
"2012","7 2012 West of Twin Peaks",1,"7","2012","West of Twin Peaks"
"2013","7 2012 Western Addition",5,"7","2012","Western Addition"
"2014","7 2013 Bayview Hunters Point",8,"7","2013","Bayview Hunters Point"
"2015","7 2013 Castro/Upper Market",3,"7","2013","Castro/Upper Market"
"2016","7 2013 Chinatown",3,"7","2013","Chinatown"
"2017","7 2013 Excelsior/Outer Mission",5,"7","2013","Excelsior/Outer Mission"
"2018","7 2013 Financial District/South Beach/SOMA",5,"7","2013","Financial District/South Beach/SOMA"
"2019","7 2013 Glen Park/Noe Valley",1,"7","2013","Glen Park/Noe Valley"
"2020","7 2013 Golden Gate Park",1,"7","2013","Golden Gate Park"
"2021","7 2013 Haight Ashbury/Hayes Valley",5,"7","2013","Haight Ashbury/Hayes Valley"
"2022","7 2013 Inner Richmond",4,"7","2013","Inner Richmond"
"2023","7 2013 Inner Sunset",2,"7","2013","Inner Sunset"
"2024","7 2013 Lakeshore",13,"7","2013","Lakeshore"
"2025","7 2013 Lone Mountain/USF",7,"7","2013","Lone Mountain/USF"
"2026","7 2013 Marina",3,"7","2013","Marina"
"2027","7 2013 McLaren Park",1,"7","2013","McLaren Park"
"2028","7 2013 Mission",16,"7","2013","Mission"
"2029","7 2013 Nob Hill",5,"7","2013","Nob Hill"
"2030","7 2013 North Beach",7,"7","2013","North Beach"
"2031","7 2013 Oceanview/Merced/Ingleside",4,"7","2013","Oceanview/Merced/Ingleside"
"2032","7 2013 Outer Richmond",5,"7","2013","Outer Richmond"
"2033","7 2013 Pacific Heights",4,"7","2013","Pacific Heights"
"2034","7 2013 Portola",2,"7","2013","Portola"
"2035","7 2013 Potrero Hill",3,"7","2013","Potrero Hill"
"2036","7 2013 Russian Hill",3,"7","2013","Russian Hill"
"2037","7 2013 Sunset/Parkside",14,"7","2013","Sunset/Parkside"
"2038","7 2013 Tenderloin",4,"7","2013","Tenderloin"
"2039","7 2013 Twin Peaks",1,"7","2013","Twin Peaks"
"2040","7 2013 Visitacion Valley",1,"7","2013","Visitacion Valley"
"2041","7 2013 West of Twin Peaks",1,"7","2013","West of Twin Peaks"
"2042","7 2013 Western Addition",4,"7","2013","Western Addition"
"2043","7 2014 Bayview Hunters Point",8,"7","2014","Bayview Hunters Point"
"2044","7 2014 Bernal Heights",5,"7","2014","Bernal Heights"
"2045","7 2014 Castro/Upper Market",8,"7","2014","Castro/Upper Market"
"2046","7 2014 Excelsior/Outer Mission",7,"7","2014","Excelsior/Outer Mission"
"2047","7 2014 Financial District/South Beach/SOMA",5,"7","2014","Financial District/South Beach/SOMA"
"2048","7 2014 Glen Park/Noe Valley",4,"7","2014","Glen Park/Noe Valley"
"2049","7 2014 Haight Ashbury/Hayes Valley",10,"7","2014","Haight Ashbury/Hayes Valley"
"2050","7 2014 Inner Sunset",3,"7","2014","Inner Sunset"
"2051","7 2014 Japantown",2,"7","2014","Japantown"
"2052","7 2014 Lakeshore",3,"7","2014","Lakeshore"
"2053","7 2014 Lone Mountain/USF",1,"7","2014","Lone Mountain/USF"
"2054","7 2014 Marina",4,"7","2014","Marina"
"2055","7 2014 Mission",12,"7","2014","Mission"
"2056","7 2014 Nob Hill",8,"7","2014","Nob Hill"
"2057","7 2014 North Beach",4,"7","2014","North Beach"
"2058","7 2014 Oceanview/Merced/Ingleside",1,"7","2014","Oceanview/Merced/Ingleside"
"2059","7 2014 Outer Richmond",7,"7","2014","Outer Richmond"
"2060","7 2014 Pacific Heights",3,"7","2014","Pacific Heights"
"2061","7 2014 Portola",3,"7","2014","Portola"
"2062","7 2014 Potrero Hill",1,"7","2014","Potrero Hill"
"2063","7 2014 Russian Hill",3,"7","2014","Russian Hill"
"2064","7 2014 Sunset/Parkside",11,"7","2014","Sunset/Parkside"
"2065","7 2014 Tenderloin",12,"7","2014","Tenderloin"
"2066","7 2014 Twin Peaks",1,"7","2014","Twin Peaks"
"2067","7 2014 Visitacion Valley",2,"7","2014","Visitacion Valley"
"2068","7 2014 Western Addition",3,"7","2014","Western Addition"
"2069","7 2015 Bayview Hunters Point",4,"7","2015","Bayview Hunters Point"
"2070","7 2015 Bernal Heights",5,"7","2015","Bernal Heights"
"2071","7 2015 Castro/Upper Market",3,"7","2015","Castro/Upper Market"
"2072","7 2015 Chinatown",4,"7","2015","Chinatown"
"2073","7 2015 Excelsior/Outer Mission",10,"7","2015","Excelsior/Outer Mission"
"2074","7 2015 Financial District/South Beach/SOMA",3,"7","2015","Financial District/South Beach/SOMA"
"2075","7 2015 Glen Park/Noe Valley",8,"7","2015","Glen Park/Noe Valley"
"2076","7 2015 Golden Gate Park",1,"7","2015","Golden Gate Park"
"2077","7 2015 Haight Ashbury/Hayes Valley",6,"7","2015","Haight Ashbury/Hayes Valley"
"2078","7 2015 Inner Richmond",5,"7","2015","Inner Richmond"
"2079","7 2015 Inner Sunset",3,"7","2015","Inner Sunset"
"2080","7 2015 Lakeshore",2,"7","2015","Lakeshore"
"2081","7 2015 Lone Mountain/USF",5,"7","2015","Lone Mountain/USF"
"2082","7 2015 Marina",6,"7","2015","Marina"
"2083","7 2015 Mission",9,"7","2015","Mission"
"2084","7 2015 Nob Hill",5,"7","2015","Nob Hill"
"2085","7 2015 North Beach",9,"7","2015","North Beach"
"2086","7 2015 Oceanview/Merced/Ingleside",6,"7","2015","Oceanview/Merced/Ingleside"
"2087","7 2015 Outer Richmond",11,"7","2015","Outer Richmond"
"2088","7 2015 Pacific Heights",9,"7","2015","Pacific Heights"
"2089","7 2015 Portola",2,"7","2015","Portola"
"2090","7 2015 Russian Hill",4,"7","2015","Russian Hill"
"2091","7 2015 Sunset/Parkside",13,"7","2015","Sunset/Parkside"
"2092","7 2015 Tenderloin",13,"7","2015","Tenderloin"
"2093","7 2015 Twin Peaks",1,"7","2015","Twin Peaks"
"2094","7 2015 Visitacion Valley",1,"7","2015","Visitacion Valley"
"2095","7 2015 West of Twin Peaks",2,"7","2015","West of Twin Peaks"
"2096","7 2015 Western Addition",6,"7","2015","Western Addition"
"2097","7 2016 Bayview Hunters Point",1,"7","2016","Bayview Hunters Point"
"2098","7 2016 Bernal Heights",2,"7","2016","Bernal Heights"
"2099","7 2016 Castro/Upper Market",4,"7","2016","Castro/Upper Market"
"2100","7 2016 Chinatown",3,"7","2016","Chinatown"
"2101","7 2016 Excelsior/Outer Mission",11,"7","2016","Excelsior/Outer Mission"
"2102","7 2016 Financial District/South Beach/SOMA",8,"7","2016","Financial District/South Beach/SOMA"
"2103","7 2016 Glen Park/Noe Valley",2,"7","2016","Glen Park/Noe Valley"
"2104","7 2016 Haight Ashbury/Hayes Valley",6,"7","2016","Haight Ashbury/Hayes Valley"
"2105","7 2016 Inner Richmond",4,"7","2016","Inner Richmond"
"2106","7 2016 Inner Sunset",3,"7","2016","Inner Sunset"
"2107","7 2016 Lakeshore",6,"7","2016","Lakeshore"
"2108","7 2016 Lone Mountain/USF",3,"7","2016","Lone Mountain/USF"
"2109","7 2016 Marina",3,"7","2016","Marina"
"2110","7 2016 Mission",13,"7","2016","Mission"
"2111","7 2016 Nob Hill",7,"7","2016","Nob Hill"
"2112","7 2016 North Beach",3,"7","2016","North Beach"
"2113","7 2016 Oceanview/Merced/Ingleside",1,"7","2016","Oceanview/Merced/Ingleside"
"2114","7 2016 Outer Richmond",5,"7","2016","Outer Richmond"
"2115","7 2016 Pacific Heights",4,"7","2016","Pacific Heights"
"2116","7 2016 Portola",3,"7","2016","Portola"
"2117","7 2016 Potrero Hill",2,"7","2016","Potrero Hill"
"2118","7 2016 Russian Hill",5,"7","2016","Russian Hill"
"2119","7 2016 Sunset/Parkside",8,"7","2016","Sunset/Parkside"
"2120","7 2016 Tenderloin",15,"7","2016","Tenderloin"
"2121","7 2016 Visitacion Valley",1,"7","2016","Visitacion Valley"
"2122","7 2016 West of Twin Peaks",1,"7","2016","West of Twin Peaks"
"2123","7 2016 Western Addition",2,"7","2016","Western Addition"
"2124","7 2017 Bayview Hunters Point",3,"7","2017","Bayview Hunters Point"
"2125","7 2017 Bernal Heights",3,"7","2017","Bernal Heights"
"2126","7 2017 Castro/Upper Market",8,"7","2017","Castro/Upper Market"
"2127","7 2017 Chinatown",3,"7","2017","Chinatown"
"2128","7 2017 Excelsior/Outer Mission",7,"7","2017","Excelsior/Outer Mission"
"2129","7 2017 Financial District/South Beach/SOMA",2,"7","2017","Financial District/South Beach/SOMA"
"2130","7 2017 Glen Park/Noe Valley",3,"7","2017","Glen Park/Noe Valley"
"2131","7 2017 Golden Gate Park",2,"7","2017","Golden Gate Park"
"2132","7 2017 Haight Ashbury/Hayes Valley",3,"7","2017","Haight Ashbury/Hayes Valley"
"2133","7 2017 Inner Richmond",2,"7","2017","Inner Richmond"
"2134","7 2017 Inner Sunset",1,"7","2017","Inner Sunset"
"2135","7 2017 Lakeshore",8,"7","2017","Lakeshore"
"2136","7 2017 Lone Mountain/USF",2,"7","2017","Lone Mountain/USF"
"2137","7 2017 Mission",6,"7","2017","Mission"
"2138","7 2017 Nob Hill",3,"7","2017","Nob Hill"
"2139","7 2017 North Beach",1,"7","2017","North Beach"
"2140","7 2017 Oceanview/Merced/Ingleside",4,"7","2017","Oceanview/Merced/Ingleside"
"2141","7 2017 Outer Richmond",5,"7","2017","Outer Richmond"
"2142","7 2017 Pacific Heights",1,"7","2017","Pacific Heights"
"2143","7 2017 Portola",1,"7","2017","Portola"
"2144","7 2017 Potrero Hill",4,"7","2017","Potrero Hill"
"2145","7 2017 Russian Hill",4,"7","2017","Russian Hill"
"2146","7 2017 Sunset/Parkside",8,"7","2017","Sunset/Parkside"
"2147","7 2017 Tenderloin",3,"7","2017","Tenderloin"
"2148","7 2017 Treasure Island",1,"7","2017","Treasure Island"
"2149","7 2017 Visitacion Valley",5,"7","2017","Visitacion Valley"
"2150","7 2017 West of Twin Peaks",3,"7","2017","West of Twin Peaks"
"2151","7 2017 Western Addition",3,"7","2017","Western Addition"
"2152","7 2018 Bayview Hunters Point",1,"7","2018","Bayview Hunters Point"
"2153","7 2018 Bernal Heights",7,"7","2018","Bernal Heights"
"2154","7 2018 Chinatown",2,"7","2018","Chinatown"
"2155","7 2018 Excelsior/Outer Mission",5,"7","2018","Excelsior/Outer Mission"
"2156","7 2018 Financial District/South Beach/SOMA",3,"7","2018","Financial District/South Beach/SOMA"
"2157","7 2018 Golden Gate Park",1,"7","2018","Golden Gate Park"
"2158","7 2018 Haight Ashbury/Hayes Valley",5,"7","2018","Haight Ashbury/Hayes Valley"
"2159","7 2018 Inner Richmond",3,"7","2018","Inner Richmond"
"2160","7 2018 Inner Sunset",1,"7","2018","Inner Sunset"
"2161","7 2018 Lakeshore",10,"7","2018","Lakeshore"
"2162","7 2018 Lone Mountain/USF",1,"7","2018","Lone Mountain/USF"
"2163","7 2018 Marina",1,"7","2018","Marina"
"2164","7 2018 Mission",10,"7","2018","Mission"
"2165","7 2018 Nob Hill",1,"7","2018","Nob Hill"
"2166","7 2018 North Beach",1,"7","2018","North Beach"
"2167","7 2018 Oceanview/Merced/Ingleside",1,"7","2018","Oceanview/Merced/Ingleside"
"2168","7 2018 Outer Richmond",4,"7","2018","Outer Richmond"
"2169","7 2018 Pacific Heights",6,"7","2018","Pacific Heights"
"2170","7 2018 Portola",1,"7","2018","Portola"
"2171","7 2018 Presidio Heights",1,"7","2018","Presidio Heights"
"2172","7 2018 Russian Hill",1,"7","2018","Russian Hill"
"2173","7 2018 Sunset/Parkside",5,"7","2018","Sunset/Parkside"
"2174","7 2018 Tenderloin",13,"7","2018","Tenderloin"
"2175","7 2018 Visitacion Valley",1,"7","2018","Visitacion Valley"
"2176","7 2018 West of Twin Peaks",1,"7","2018","West of Twin Peaks"
"2177","8 2011 Bayview Hunters Point",2,"8","2011","Bayview Hunters Point"
"2178","8 2011 Castro/Upper Market",4,"8","2011","Castro/Upper Market"
"2179","8 2011 Chinatown",3,"8","2011","Chinatown"
"2180","8 2011 Excelsior/Outer Mission",2,"8","2011","Excelsior/Outer Mission"
"2181","8 2011 Financial District/South Beach/SOMA",6,"8","2011","Financial District/South Beach/SOMA"
"2182","8 2011 Glen Park/Noe Valley",4,"8","2011","Glen Park/Noe Valley"
"2183","8 2011 Haight Ashbury/Hayes Valley",9,"8","2011","Haight Ashbury/Hayes Valley"
"2184","8 2011 Inner Richmond",1,"8","2011","Inner Richmond"
"2185","8 2011 Inner Sunset",1,"8","2011","Inner Sunset"
"2186","8 2011 Japantown",1,"8","2011","Japantown"
"2187","8 2011 Lakeshore",46,"8","2011","Lakeshore"
"2188","8 2011 Lone Mountain/USF",1,"8","2011","Lone Mountain/USF"
"2189","8 2011 Marina",3,"8","2011","Marina"
"2190","8 2011 Mission",8,"8","2011","Mission"
"2191","8 2011 Nob Hill",1,"8","2011","Nob Hill"
"2192","8 2011 North Beach",3,"8","2011","North Beach"
"2193","8 2011 Oceanview/Merced/Ingleside",4,"8","2011","Oceanview/Merced/Ingleside"
"2194","8 2011 Outer Richmond",2,"8","2011","Outer Richmond"
"2195","8 2011 Pacific Heights",2,"8","2011","Pacific Heights"
"2196","8 2011 Potrero Hill",1,"8","2011","Potrero Hill"
"2197","8 2011 Russian Hill",1,"8","2011","Russian Hill"
"2198","8 2011 Seacliff",2,"8","2011","Seacliff"
"2199","8 2011 Sunset/Parkside",8,"8","2011","Sunset/Parkside"
"2200","8 2011 Tenderloin",6,"8","2011","Tenderloin"
"2201","8 2011 Visitacion Valley",1,"8","2011","Visitacion Valley"
"2202","8 2011 West of Twin Peaks",1,"8","2011","West of Twin Peaks"
"2203","8 2011 Western Addition",2,"8","2011","Western Addition"
"2204","8 2012 Bayview Hunters Point",5,"8","2012","Bayview Hunters Point"
"2205","8 2012 Bernal Heights",3,"8","2012","Bernal Heights"
"2206","8 2012 Castro/Upper Market",3,"8","2012","Castro/Upper Market"
"2207","8 2012 Chinatown",2,"8","2012","Chinatown"
"2208","8 2012 Excelsior/Outer Mission",4,"8","2012","Excelsior/Outer Mission"
"2209","8 2012 Financial District/South Beach/SOMA",5,"8","2012","Financial District/South Beach/SOMA"
"2210","8 2012 Glen Park/Noe Valley",3,"8","2012","Glen Park/Noe Valley"
"2211","8 2012 Haight Ashbury/Hayes Valley",3,"8","2012","Haight Ashbury/Hayes Valley"
"2212","8 2012 Inner Richmond",6,"8","2012","Inner Richmond"
"2213","8 2012 Inner Sunset",1,"8","2012","Inner Sunset"
"2214","8 2012 Lone Mountain/USF",7,"8","2012","Lone Mountain/USF"
"2215","8 2012 Marina",5,"8","2012","Marina"
"2216","8 2012 Mission",16,"8","2012","Mission"
"2217","8 2012 Mission Bay",1,"8","2012","Mission Bay"
"2218","8 2012 Nob Hill",10,"8","2012","Nob Hill"
"2219","8 2012 Oceanview/Merced/Ingleside",3,"8","2012","Oceanview/Merced/Ingleside"
"2220","8 2012 Outer Richmond",7,"8","2012","Outer Richmond"
"2221","8 2012 Pacific Heights",3,"8","2012","Pacific Heights"
"2222","8 2012 Portola",4,"8","2012","Portola"
"2223","8 2012 Russian Hill",2,"8","2012","Russian Hill"
"2224","8 2012 Sunset/Parkside",11,"8","2012","Sunset/Parkside"
"2225","8 2012 Tenderloin",6,"8","2012","Tenderloin"
"2226","8 2012 West of Twin Peaks",1,"8","2012","West of Twin Peaks"
"2227","8 2012 Western Addition",2,"8","2012","Western Addition"
"2228","8 2013 Bayview Hunters Point",2,"8","2013","Bayview Hunters Point"
"2229","8 2013 Bernal Heights",3,"8","2013","Bernal Heights"
"2230","8 2013 Castro/Upper Market",4,"8","2013","Castro/Upper Market"
"2231","8 2013 Excelsior/Outer Mission",5,"8","2013","Excelsior/Outer Mission"
"2232","8 2013 Financial District/South Beach/SOMA",3,"8","2013","Financial District/South Beach/SOMA"
"2233","8 2013 Glen Park/Noe Valley",2,"8","2013","Glen Park/Noe Valley"
"2234","8 2013 Haight Ashbury/Hayes Valley",4,"8","2013","Haight Ashbury/Hayes Valley"
"2235","8 2013 Inner Richmond",3,"8","2013","Inner Richmond"
"2236","8 2013 Inner Sunset",5,"8","2013","Inner Sunset"
"2237","8 2013 Lakeshore",9,"8","2013","Lakeshore"
"2238","8 2013 Lone Mountain/USF",6,"8","2013","Lone Mountain/USF"
"2239","8 2013 Marina",6,"8","2013","Marina"
"2240","8 2013 Mission",10,"8","2013","Mission"
"2241","8 2013 Nob Hill",2,"8","2013","Nob Hill"
"2242","8 2013 North Beach",5,"8","2013","North Beach"
"2243","8 2013 Oceanview/Merced/Ingleside",5,"8","2013","Oceanview/Merced/Ingleside"
"2244","8 2013 Outer Richmond",8,"8","2013","Outer Richmond"
"2245","8 2013 Pacific Heights",3,"8","2013","Pacific Heights"
"2246","8 2013 Portola",1,"8","2013","Portola"
"2247","8 2013 Presidio Heights",1,"8","2013","Presidio Heights"
"2248","8 2013 Russian Hill",5,"8","2013","Russian Hill"
"2249","8 2013 Sunset/Parkside",13,"8","2013","Sunset/Parkside"
"2250","8 2013 Tenderloin",9,"8","2013","Tenderloin"
"2251","8 2013 Twin Peaks",2,"8","2013","Twin Peaks"
"2252","8 2013 Visitacion Valley",2,"8","2013","Visitacion Valley"
"2253","8 2013 West of Twin Peaks",4,"8","2013","West of Twin Peaks"
"2254","8 2013 Western Addition",4,"8","2013","Western Addition"
"2255","8 2014 Bayview Hunters Point",9,"8","2014","Bayview Hunters Point"
"2256","8 2014 Castro/Upper Market",5,"8","2014","Castro/Upper Market"
"2257","8 2014 Chinatown",1,"8","2014","Chinatown"
"2258","8 2014 Excelsior/Outer Mission",14,"8","2014","Excelsior/Outer Mission"
"2259","8 2014 Financial District/South Beach/SOMA",7,"8","2014","Financial District/South Beach/SOMA"
"2260","8 2014 Glen Park/Noe Valley",5,"8","2014","Glen Park/Noe Valley"
"2261","8 2014 Haight Ashbury/Hayes Valley",8,"8","2014","Haight Ashbury/Hayes Valley"
"2262","8 2014 Inner Richmond",4,"8","2014","Inner Richmond"
"2263","8 2014 Inner Sunset",1,"8","2014","Inner Sunset"
"2264","8 2014 Lakeshore",11,"8","2014","Lakeshore"
"2265","8 2014 Lincoln Park",1,"8","2014","Lincoln Park"
"2266","8 2014 Lone Mountain/USF",2,"8","2014","Lone Mountain/USF"
"2267","8 2014 Marina",6,"8","2014","Marina"
"2268","8 2014 Mission",11,"8","2014","Mission"
"2269","8 2014 Nob Hill",7,"8","2014","Nob Hill"
"2270","8 2014 North Beach",3,"8","2014","North Beach"
"2271","8 2014 Oceanview/Merced/Ingleside",8,"8","2014","Oceanview/Merced/Ingleside"
"2272","8 2014 Outer Richmond",9,"8","2014","Outer Richmond"
"2273","8 2014 Pacific Heights",8,"8","2014","Pacific Heights"
"2274","8 2014 Portola",2,"8","2014","Portola"
"2275","8 2014 Potrero Hill",1,"8","2014","Potrero Hill"
"2276","8 2014 Presidio Heights",2,"8","2014","Presidio Heights"
"2277","8 2014 Russian Hill",1,"8","2014","Russian Hill"
"2278","8 2014 Sunset/Parkside",12,"8","2014","Sunset/Parkside"
"2279","8 2014 Tenderloin",14,"8","2014","Tenderloin"
"2280","8 2014 Visitacion Valley",4,"8","2014","Visitacion Valley"
"2281","8 2014 West of Twin Peaks",4,"8","2014","West of Twin Peaks"
"2282","8 2014 Western Addition",7,"8","2014","Western Addition"
"2283","8 2015 Bayview Hunters Point",3,"8","2015","Bayview Hunters Point"
"2284","8 2015 Bernal Heights",3,"8","2015","Bernal Heights"
"2285","8 2015 Castro/Upper Market",6,"8","2015","Castro/Upper Market"
"2286","8 2015 Chinatown",3,"8","2015","Chinatown"
"2287","8 2015 Excelsior/Outer Mission",12,"8","2015","Excelsior/Outer Mission"
"2288","8 2015 Financial District/South Beach/SOMA",3,"8","2015","Financial District/South Beach/SOMA"
"2289","8 2015 Glen Park/Noe Valley",5,"8","2015","Glen Park/Noe Valley"
"2290","8 2015 Haight Ashbury/Hayes Valley",13,"8","2015","Haight Ashbury/Hayes Valley"
"2291","8 2015 Inner Richmond",2,"8","2015","Inner Richmond"
"2292","8 2015 Inner Sunset",4,"8","2015","Inner Sunset"
"2293","8 2015 Lakeshore",13,"8","2015","Lakeshore"
"2294","8 2015 Lone Mountain/USF",3,"8","2015","Lone Mountain/USF"
"2295","8 2015 Marina",7,"8","2015","Marina"
"2296","8 2015 Mission",4,"8","2015","Mission"
"2297","8 2015 Nob Hill",3,"8","2015","Nob Hill"
"2298","8 2015 North Beach",5,"8","2015","North Beach"
"2299","8 2015 Oceanview/Merced/Ingleside",2,"8","2015","Oceanview/Merced/Ingleside"
"2300","8 2015 Outer Richmond",8,"8","2015","Outer Richmond"
"2301","8 2015 Pacific Heights",2,"8","2015","Pacific Heights"
"2302","8 2015 Portola",1,"8","2015","Portola"
"2303","8 2015 Potrero Hill",3,"8","2015","Potrero Hill"
"2304","8 2015 Russian Hill",4,"8","2015","Russian Hill"
"2305","8 2015 Sunset/Parkside",14,"8","2015","Sunset/Parkside"
"2306","8 2015 Tenderloin",10,"8","2015","Tenderloin"
