"","block","lot","street_number","street_number_suffix","street_name","street_suffix","new_units_built","month","year"
"448843","807","23",537,"","GROVE","ST",1,"03","2015"
"448844","1442","026A",384,"","11TH","AV",1,"03","2015"
"448851","1153","11",1786,"","GOLDEN GATE","AV",1,"03","2015"
"451157","1521","5",439,"","23RD","AV",1,"03","2016"
"451176","1677","4",827,"","34TH","AV",1,"03","2016"
"451184","814","20",100,"","VAN NESS","AV",19,"03","2016"
"451185","6618","3",1560,"","DOLORES","ST",1,"03","2016"
"451196","1827","013A",1477,"","26TH","AV",1,"03","2016"
"451204","1419","7",239,"A","14TH","AV",1,"03","2016"
"451205","1419","7",239,"","14TH","AV",1,"03","2016"
"451231","1472","24",7630,"","GEARY","BL",1,"03","2016"
"451245","1899","045A",3839,"","LAWTON","ST",1,"03","2016"
"451249","482","33",1531,"","FRANCISCO","ST",1,"03","2016"
"451252","3613","53",811,"","TREAT","AV",2,"03","2016"
"451278","3604","16",3720,"","21ST","ST",1,"03","2016"
"451285","321","5",451,"","HYDE","ST",1,"03","2016"
"451308","5968","11",462,"","CAMBRIDGE","ST",1,"03","2016"
"451328","1749","4",1215,"","ARGUELLO","BL",1,"03","2016"
"451329","1749","4",1217,"","ARGUELLO","BL",1,"03","2016"
"451337","6919","19",130,"","BORICA","ST",1,"03","2016"
"451377","753","10",1592,"","GOLDEN GATE","AV",1,"03","2016"
"451378","753","10",1594,"","GOLDEN GATE","AV",1,"03","2016"
"451387","839","18",350,"","LAGUNA","ST",4,"03","2016"
"451394","6374","28",463,"","SUNRISE","WY",1,"03","2016"
"451545","2717","55",3420,"","MARKET","ST",1,"03","2016"
"451648","3738","4",299,"","FREMONT","ST",479,"03","2016"
"451704","1153","54",1811,"","TURK","ST",7,"03","2016"
"451771","2775","44",4233,"","22ND","ST",1,"03","2016"
"451778","5610A","29",55,"","COLERIDGE","ST",1,"03","2016"
"452003","4096","30",882,"","CAROLINA","ST",1,"03","2016"
"452061","794","28",555,"","FULTON","ST",139,"03","2016"
"452148","2693","024A",155,"","EUREKA","ST",1,"03","2016"
"452186","154","4",1637,"","HYDE","ST",1,"03","2016"
"452254","3533","44",150,"","CLINTON","PK",1,"03","2016"
"452427","3789","972",72,"","TOWNSEND","ST",74,"03","2016"
"452688","7113","65",268,"","CAPITOL","AV",2,"03","2016"
"452689","7113","65",270,"","CAPITOL","AV",2,"03","2016"
"452726","6631","36",447,"","29TH","ST",1,"03","2016"
"452918","785","51",388,"","FULTON","ST",69,"03","2016"
"452982","5322","8",1642,"","PALOU","AV",1,"03","2016"
"453430","3526","5",520,"","09TH","ST",12,"03","2016"
"453438","3623","31",3847,"","22ND","ST",1,"03","2016"
"453614","1464","14",446,"","33RD","AV",1,"03","2016"
"453634","3748","6",340,"","FREMONT","ST",384,"03","2016"
"453662","4003","6",238,"","MISSOURI","ST",1,"03","2016"
"453663","4003","6",240,"","MISSOURI","ST",1,"03","2016"
"453735","1642","36",658,"","03RD","AV",1,"03","2016"
"455946","5909","23",167,"","HARVARD","ST",1,"03","2017"
"455954","3618","92",982,"","GUERRERO","ST",1,"03","2017"
"455958","6793","11",1794,"","SAN JOSE","AV",4,"03","2017"
"455963","1104","1",100,"","TERRA VISTA","AV",1,"03","2017"
"455979","3548","47",1359,"","MINNA","ST",1,"03","2017"
"455985","1521","29",538,"A","24TH","AV",1,"03","2017"
"455986","1521","29",538,"A","24TH","AV",1,"03","2017"
"455990","6569","29",3441,"","26TH","ST",1,"03","2017"
"455991","6569","29",3443,"","26TH","ST",1,"03","2017"
"456005","1276","17",183,"","PARNASSUS","AV",1,"03","2017"
"456025","2060","46",1633,"","NORIEGA","ST",1,"03","2017"
"456040","1352","021A",80,"","07TH","AV",2,"03","2017"
"456049","2372","024A",3350,"","TARAVAL","ST",1,"03","2017"
"456063","3541","83",69,"","HENRY","ST",1,"03","2017"
"456064","3641","68",2790,"","FOLSOM","ST",1,"03","2017"
"456080","5926","17",148,"A","FELTON","ST",1,"03","2017"
"456282","1853","11",1578,"","08TH","AV",1,"03","2017"
"456365","3511","66",35,"","LAFAYETTE","ST",2,"03","2017"
"456366","3511","66",1043,"A","MINNA","ST",2,"03","2017"
"456391","1515","020A",590,"","30TH","AV",1,"03","2017"
"456415","7091","23",30,"","RANDOLPH","ST",1,"03","2017"
"456463","3534","20",21,"","ROSEMONT","PL",2,"03","2017"
"456501","3631","17",987,"","DOLORES","ST",1,"03","2017"
"456521","1158","44",732,"","LYON","ST",1,"03","2017"
"456552","1675","16",842,"A","33RD","AV",1,"03","2017"
"456565","2693","35",183,"","EUREKA","ST",1,"03","2017"
"456630","6511","18",1197,"","DOLORES","ST",1,"03","2017"
"456632","2693","024A",155,"","EUREKA","ST",1,"03","2017"
"456635","2701A","19",4621,"","19TH","ST",1,"03","2017"
"456671","632","002A",2730,"","SACRAMENTO","ST",1,"03","2017"
"456759","1846","33",1456,"A","08TH","AV",1,"03","2017"
"456926","1254","19",210,"","FREDERICK","ST",1,"03","2017"
"456967","4147","16",2860,"","22ND","ST",1,"03","2017"
"457033","1525","20",2818,"","ANZA","ST",2,"03","2017"
"457098","4212","2",1214,"A","UTAH","ST",2,"03","2017"
"457099","4212","2",1214,"","UTAH","ST",2,"03","2017"
"457233","148","22",859,"","VALLEJO","ST",3,"03","2017"
"457312","3617","8",1050,"","VALENCIA","ST",12,"03","2017"
"457322","480","14",1339,"A","FRANCISCO","ST",1,"03","2017"
"457326","4209","2",1110,"","YORK","ST",1,"03","2017"
"457526","6272","18",4847,"","MISSION","ST",1,"03","2017"
"457527","6272","18",4849,"","MISSION","ST",1,"03","2017"
"457886","6594","12",136,"B","DUNCAN","ST",1,"03","2017"
"457929","3618","101",988,"","GUERRERO","ST",1,"03","2017"
"457930","3618","102",990,"","GUERRERO","ST",1,"03","2017"
"457931","3618","103",992,"","GUERRERO","ST",1,"03","2017"
"457932","4645","18",880,"","INNES","AV",4,"03","2017"
"457969","101","4",1731,"","POWELL","ST",19,"03","2017"
"458024","0436F","28",1763,"","NORTH POINT","ST",1,"03","2017"
"458025","0436F","28",1765,"","NORTH POINT","ST",1,"03","2017"
"458026","0436F","28",1767,"","NORTH POINT","ST",1,"03","2017"
"458046","1258","24",875,"","WALLER","ST",1,"03","2017"
"458232","5892","32",78,"A","NEY","ST",1,"03","2017"
"458333","1835","10",1451,"","18TH","AV",1,"03","2017"
"458531","3576","39",35,"","LEXINGTON","ST",1,"03","2017"
"458532","3576","39",37,"","LEXINGTON","ST",1,"03","2017"
"460736","1770","032J",1332,"","16TH","AV",1,"03","2018"
"460738","1718","46",3123,"","LINCOLN","WY",1,"03","2018"
"460743","154","3",1645,"","HYDE","ST",1,"03","2018"
"460761","1558","42",512,"","16TH","AV",1,"03","2018"
"460765","2164","30",4023,"","PACHECO","ST",1,"03","2018"
"460773","1596","9",745,"","48TH","AV",1,"03","2018"
"460774","1596","9",747,"","48TH","AV",1,"03","2018"
"460780","6518","27",905,"","CAPP","ST",1,"03","2018"
"460783","1156","28",1743,"","GOLDEN GATE","AV",2,"03","2018"
"460787","2693","21",4360,"","19TH","ST",1,"03","2018"
"460797","533","14",2146,"","UNION","ST",4,"03","2018"
"460798","533","14",2150,"","UNION","ST",4,"03","2018"
"460804","4281A","4",1418,"","RHODE ISLAND","ST",4,"03","2018"
"460807","1005","53",3014,"A","SACRAMENTO","ST",1,"03","2018"
"460810","1891","10",1553,"A","45TH","AV",1,"03","2018"
"460815","1606","29",774,"","39TH","AV",1,"03","2018"
"460816","3610","51",580,"","CAPP","ST",3,"03","2018"
"460822","620","26",1633,"","WASHINGTON","ST",3,"03","2018"
"460823","620","26",1639,"","WASHINGTON","ST",3,"03","2018"
"460829","1566","22",585,"","23RD","AV",1,"03","2018"
"460830","1566","22",587,"","23RD","AV",1,"03","2018"
"460848","3975","3",495,"","UTAH","ST",1,"03","2018"
"460854","826","23",880,"","OAK","ST",1,"03","2018"
"460870","2993","28",398,"","LANSDALE","AV",1,"03","2018"
"460871","2993","28",400,"","LANSDALE","AV",1,"03","2018"
"460884","2350","001C",1031,"","SANTIAGO","ST",1,"03","2018"
"460886","7109","14",54,"","LAURA","ST",1,"03","2018"
"460890","7112","19",47,"","BROAD","ST",1,"03","2018"
"460901","7112","19",49,"","BROAD","ST",1,"03","2018"
"460909","2607","62",451,"A","BUENA VISTA AVE EAST","AV",1,"03","2018"
"460910","2607","62",451,"","BUENA VISTA EAST","AV",1,"03","2018"
"460940","1702","1",4709,"","LINCOLN","WY",1,"03","2018"
"460982","2038A","26",1730,"","12TH","AV",1,"03","2018"
"460998","2954A","48",184,"A","MARIETTA","DR",1,"03","2018"
"461004","7105","14",288,"A","FARALLONES","ST",1,"03","2018"
"461019","1193","47",2144,"","HAYES","ST",1,"03","2018"
"461029","6571","51",1296,"","SHOTWELL","ST",94,"03","2018"
"461056","1258","1",855,"","WALLER","ST",3,"03","2018"
"461078","6940","31",244,"","ASHTON","AV",1,"03","2018"
"461204","0488A","39",3316,"","SCOTT","ST",1,"03","2018"
"461205","4148","27",2621,"","HARRISON","ST",2,"03","2018"
"461313","95","31",2125,"","HYDE","ST",3,"03","2018"
"461464","1895","41",1610,"","LA PLAYA","*",1,"03","2018"
"461547","2804","41",4141,"","23RD","ST",1,"03","2018"
"461548","98","5",1048,"","UNION","ST",2,"03","2018"
"461581","101","4",1731,"","POWELL","ST",16,"03","2018"
"461640","2766","17",4234,"","22ND","ST",1,"03","2018"
"461649","1730","37",1230,"","21ST","AV",1,"03","2018"
"461650","1730","37",1232,"","21ST","AV",1,"03","2018"
"461651","1382","29",164,"","23RD","AV",1,"03","2018"
"461710","1746","9",324,"","HUGO","ST",1,"03","2018"
"461793","1352","021A",80,"","07TH","AV",2,"03","2018"
"461804","1502","002A",525,"","42ND","AV",1,"03","2018"
"461866","2060","46",1633,"A","NORIEGA","ST",1,"03","2018"
"461993","7044B","13",41,"","OTTAWA","AV",1,"03","2018"
"462262","848","002E",661,"","PAGE","ST",1,"03","2018"
"462263","848","002E",663,"","PAGE","ST",1,"03","2018"
"462642","2646","31",17,"","TEMPLE","ST",1,"03","2018"
"462694","3556","54",255,"","DOLORES","ST",2,"03","2018"
"462703","1227","24",600,"","STANYAN","ST",3,"03","2018"
"462769","6522","23",3138,"","25TH","ST",1,"03","2018"
"462770","6522","23",3140,"","25TH","ST",1,"03","2018"
"462803","822","36",927,"","HAYES","ST",1,"03","2018"
"462804","822","36",929,"","HAYES","ST",1,"03","2018"
"462805","822","36",931,"","HAYES","ST",1,"03","2018"
"462883","119","17",852,"","GREEN","ST",1,"03","2018"
"462920","3569","17",3312,"","17TH","ST",2,"03","2018"
"462921","3569","17",3316,"","17TH","ST",2,"03","2018"
"462969","912","003A",3810,"","DIVISADERO","ST",1,"03","2018"
"462970","6524","1",1200,"","TREAT","AV",3,"03","2018"
"462971","6524","1",1202,"","TREAT","AV",3,"03","2018"
"463163","6156","004A",3132,"","SAN BRUNO","AV",1,"03","2018"
"463199","3730","118",1117,"","HOWARD","ST",1,"03","2018"
"465531","1067","28",66,"","COOK","ST",1,"05","2015"
"465537","3545","91",37,"","RAMONA","AV",1,"05","2015"
"465606","3732","9",900,"","FOLSOM","ST",282,"05","2015"
"465610","1185","26",1681,"","FULTON","ST",2,"05","2015"
"465936","754","12",1020,"","PIERCE","ST",2,"05","2015"
"465937","754","12",1022,"","PIERCE","ST",2,"05","2015"
"465968","3650","28",1155,"","CHURCH","ST",1,"05","2015"
"465969","3650","28",1157,"","CHURCH","ST",1,"05","2015"
"466013","2476","34",2670,"","21ST","AV",1,"05","2015"
"466295","3583","82",4035,"","18TH","ST",1,"05","2015"
"466303","3555","36",1785,"","15TH","ST",1,"05","2015"
"466479","5338","18",1756,"","REVERE","AV",1,"05","2015"
"466553","6553","24",1267,"","NOE","ST",1,"05","2015"
"466681","3094","55",690,"","MONTEREY","BL",1,"05","2015"
"466796","6758","32",807,"","BOSWORTH","ST",1,"05","2015"
"466802","1879","001A",1507,"","33RD","AV",1,"05","2015"
"466806","1878","002C",1563,"","32ND","AV",1,"05","2015"
"467047","2993","90",287,"","CRESTA VISTA","DR",1,"05","2015"
"467119","3191","4",645,"","FAXON","AV",1,"05","2015"
"467123","839","12",260,"","PAGE","ST",2,"05","2015"
"467224","2362","19",2332,"","TARAVAL","ST",1,"05","2015"
"467231","5306","25",4616,"","03RD","ST",1,"05","2015"
"467350","3748","6",340,"","FREMONT","ST",384,"05","2015"
"467426","4172","22",1201,"","TENNESSEE","ST",259,"05","2015"
"467434","3987","9",1001,"","17TH","ST",26,"05","2015"
"467435","1050","006B",1825,"","SCOTT","ST",1,"05","2015"
"467436","3211","010A",270,"","OCEAN","AV",6,"05","2015"
"467495","1739","35",1246,"","12TH","AV",1,"05","2015"
"467786","1641","26",226,"","CABRILLO","ST",2,"05","2015"
"470354","181","13",1042,"","JACKSON","ST",1,"05","2016"
"470355","181","13",1044,"","JACKSON","ST",1,"05","2016"
"470356","181","13",1046,"","JACKSON","ST",1,"05","2016"
"470363","3731","84",160,"","RUSS","ST",2,"05","2016"
"470364","3731","84",164,"","RUSS","ST",2,"05","2016"
"470367","3726","63",534,"","NATOMA","ST",1,"05","2016"
"470368","3726","63",536,"","NATOMA","ST",1,"05","2016"
"470371","6979","23",42,"","GRAFTON","AV",1,"05","2016"
"470372","6979","23",44,"","GRAFTON","AV",1,"05","2016"
"470378","1598","20",4524,"","CABRILLO","ST",1,"05","2016"
"470380","840","1",355,"","LAGUNA","ST",2,"05","2016"
"470387","1797","6",1333,"A","42ND","AV",1,"05","2016"
"470388","849","35",360,"","FILLMORE","ST",1,"05","2016"
"470389","1736","62",1221,"","14TH","AV",1,"05","2016"
"470398","2646","32",97,"","SATURN","ST",1,"05","2016"
"470401","5673","3",320,"","COLERIDGE","ST",1,"05","2016"
"470402","5673","3",322,"","COLERIDGE","ST",1,"05","2016"
"470407","3731","84",160,"","RUSS","ST",2,"05","2016"
"470408","3731","84",164,"","RUSS","ST",2,"05","2016"
"470415","670","11",1238,"","SUTTER","ST",37,"05","2016"
"470443","1890","5",1531,"","44TH","AV",1,"05","2016"
"470486","3148","014A",58,"","NORTON","ST",1,"05","2016"
"470491","6201","4",110,"","TUCKER","AV",1,"05","2016"
"470558","6969","9",65,"","SENECA","AV",1,"05","2016"
"470561","226","26",715,"A","COMMERCIAL","ST",1,"05","2016"
"470613","3731","84",160,"","RUSS","ST",2,"05","2016"
"470614","3731","84",164,"","RUSS","ST",2,"05","2016"
"470679","861","34",609,"","HAIGHT","ST",1,"05","2016"
"470729","1736","62",1221,"","14TH","AV",1,"05","2016"
"470814","3511","66",1043,"","MINNA","ST",2,"05","2016"
"470815","3511","66",35,"","LAFAYETTE","ST",2,"05","2016"
"470816","3511","66",41,"","LAFAYETTE","ST",2,"05","2016"
"470888","339","6",130,"","TURK","ST",9,"05","2016"
"470993","4884","25",2500,"","ARELIOUS WALKER","DR",122,"05","2016"
"471034","3621","30",895,"","NOE","ST",1,"05","2016"
"471117","1799","25",1374,"","45TH","AV",1,"05","2016"
"471159","3510","27",955,"","NATOMA","ST",1,"05","2016"
"471310","2693","35",183,"","EUREKA","ST",1,"05","2016"
"471551","843","16",698,"","PAGE","ST",3,"05","2016"
"471559","843","16",680,"","PAGE","ST",3,"05","2016"
"471560","843","16",682,"","PAGE","ST",3,"05","2016"
"471561","843","16",684,"","PAGE","ST",3,"05","2016"
"471612","6919","19",128,"","BORICA","ST",1,"05","2016"
"471623","2959","7",234,"","TERESITA","BL",1,"05","2016"
"471804","3753","96",233,"","SHIPLEY","ST",21,"05","2016"
"471805","3753","95",237,"","SHIPLEY","ST",21,"05","2016"
"471809","4145","12",2356,"","BRYANT","ST",1,"05","2016"
"471810","4145","12",2358,"","BRYANT","ST",1,"05","2016"
"471853","3575","63",3249,"","17TH","ST",1,"05","2016"
"471858","814","20",100,"","VAN NESS","AV",19,"05","2016"
"471870","6553","24",1267,"","NOE","ST",1,"05","2016"
"471871","6553","24",1269,"","NOE","ST",1,"05","2016"
"472116","3748","6",340,"","FREMONT","ST",384,"05","2016"
"472368","6512","15",387,"","FAIR OAKS","ST",1,"05","2016"
"472592","814","20",100,"","VAN NESS","AV",19,"05","2016"
"472724","0486A","42",41,"","TOLEDO","WY",1,"05","2016"
"472725","0486A","42",43,"","TOLEDO","WY",1,"05","2016"
"472775","6942","54",1325,"","OCEAN","AV",1,"05","2016"
"475113","5980","3",208,"","GIRARD","ST",1,"05","2017"
"475126","1582","001B",611,"","39TH","AV",1,"05","2017"
"475128","2357","003A",2355,"","28TH","AV",1,"05","2017"
"475162","280","8",930,"","SUTTER","ST",1,"05","2017"
"475168","472","34",1355,"","BAY","ST",1,"05","2017"
"475169","158","3",1445,"","MASON","ST",3,"05","2017"
"475171","144","25",1154,"","KEARNY","ST",1,"05","2017"
"475172","144","25",1174,"","KEARNY","ST",1,"05","2017"
"475174","1282","24",275,"","GRATTAN","ST",2,"05","2017"
"475178","547","7",2400,"","VAN NESS","AV",3,"05","2017"
"475179","2630","007A",1135,"","STANYAN","ST",2,"05","2017"
"475183","4102","7",538,"","MISSISSIPPI","ST",1,"05","2017"
"475184","3561","23",3646,"","16TH","ST",1,"05","2017"
"475187","3619","74",57,"","CHATTANOOGA","ST",1,"05","2017"
"475210","220","29",1385,"","CLAY","ST",1,"05","2017"
"475224","923","34",2349,"","NORTH POINT","ST",1,"05","2017"
"475226","1423","25",280,"A","11TH","AV",1,"05","2017"
"475228","1705","28",1270,"","46TH","AV",1,"05","2017"
"475229","1705","28",1272,"","46TH","AV",1,"05","2017"
"475230","3602","36",225,"","HARTFORD","ST",1,"05","2017"
"475236","3522","4",14,"","ISIS","ST",1,"05","2017"
"475258","91","40",88,"A","VALPARAISO","ST",1,"05","2017"
"475264","522","13",1555,"","GREENWICH","ST",1,"05","2017"
"475273","73","3",2127,"","TAYLOR","ST",1,"05","2017"
"475274","73","3",2131,"","TAYLOR","ST",1,"05","2017"
"475298","7275","17",1,"","COUNTRY CLUB","DR",1,"05","2017"
"475310","6797","14",56,"A","FRANCIS","ST",1,"05","2017"
"475313","1376","21",5420,"","CALIFORNIA","ST",1,"05","2017"
"475327","3556","54",255,"","DOLORES","ST",2,"05","2017"
"475334","5675","6",142,"A","CORTLAND","AV",1,"05","2017"
"475438","2364","47",2435,"","SANTIAGO","ST",1,"05","2017"
"475481","1422","011A",253,"","11TH","AV",1,"05","2017"
"475482","1422","011A",255,"","11TH","AV",1,"05","2017"
"475596","3612","17",2944,"","21ST","ST",3,"05","2017"
"475597","3612","17",2948,"","21ST","ST",3,"05","2017"
"475917","282","3",735,"","TAYLOR","ST",6,"05","2017"
"475935","505","001A",2941,"","GOUGH","ST",1,"05","2017"
"476039","6513","53",208,"","SAN JOSE","AV",1,"05","2017"
"476040","6513","54",206,"","SAN JOSE","AV",1,"05","2017"
"476148","1200","001D",1431,"","GROVE","ST",2,"05","2017"
"476216","5949","8",54,"","NAPLES","ST",1,"05","2017"
"476222","2646","32",95,"","SATURN","ST",1,"05","2017"
"476262","3545","97",1826,"","15TH","ST",1,"05","2017"
"476308","1735","16",1275,"","15TH","AV",1,"05","2017"
"476371","3542","61",2198,"","MARKET","ST",87,"05","2017"
"476454","1210","16",1852,"","FELL","ST",2,"05","2017"
"476609","3510","28",949,"","NATOMA","ST",6,"05","2017"
"476614","1286","24",1318,"","COLE","ST",1,"05","2017"
"476683","5673","1",300,"","COLERIDGE","ST",1,"05","2017"
"476848","1352","021A",80,"","07TH","AV",2,"05","2017"
"476930","1609","021F",700,"","36TH","AV",6,"05","2017"
"477129","1073","55",820,"","PRESIDIO","AV",56,"05","2017"
"477130","1073","56",800,"","PRESIDIO","AV",56,"05","2017"
"477165","2366","021C",2702,"","TARAVAL","ST",1,"05","2017"
"477168","3579","22",505,"","CHURCH","ST",1,"05","2017"
"477183","3732","89",445,"","TEHAMA","ST",2,"05","2017"
"477184","3732","89",447,"","TEHAMA","ST",2,"05","2017"
"477185","3732","89",449,"","TEHAMA","ST",2,"05","2017"
"477222","4274","1",1302,"","YORK","ST",1,"05","2017"
"477270","1730","37",1232,"","21ST","AV",1,"05","2017"
"477457","1282","8",1241,"","SHRADER","ST",1,"05","2017"
"477523","3731","53",62,"","MOSS","ST",1,"05","2017"
"477524","3731","53",64,"","MOSS","ST",1,"05","2017"
"477528","3730","85",31,"A","RAUSCH","ST",1,"05","2017"
"479910","1569","15",2514,"","BALBOA","ST",1,"05","2018"
"479911","1569","15",2516,"","BALBOA","ST",1,"05","2018"
"479913","4276","28",2829,"","25TH","ST",4,"05","2018"
"479915","5993","6",336,"","PRINCETON","ST",1,"05","2018"
"479916","1226","19",418,"","SHRADER","ST",1,"05","2018"
"479931","2755","017C",711,"","CORBETT","AV",2,"05","2018"
"479948","1199","16",1588,"","HAYES","ST",2,"05","2018"
"479949","1188","013C",1985,"","FULTON","ST",2,"05","2018"
"479967","1245","15",1480,"","WALLER","ST",2,"05","2018"
"479968","1245","15",1480,"","WALLER","ST",2,"05","2018"
"479975","6462","25",5211,"","MISSION","ST",1,"05","2018"
"479977","3576","62",645,"","VALENCIA","ST",7,"05","2018"
"479978","3576","62",647,"","VALENCIA","ST",7,"05","2018"
"479983","473","19",1235,"","BAY","ST",1,"05","2018"
"479990","844","18",326,"","PIERCE","ST",2,"05","2018"
"480010","1723","39",1232,"","28TH","AV",1,"05","2018"
"480021","7279","10",139,"A","LAKESHORE","DR",1,"05","2018"
"480026","2196","20",2187,"","21ST","AV",1,"05","2018"
"480054","7117","44",227,"A","RANDOLPH","ST",1,"05","2018"
"480081","4336","15",1411,"","FLORIDA","ST",1,"05","2018"
"480087","3533","21",460,"","14TH","ST",1,"05","2018"
"480096","41","17",73,"","VANDEWATER","ST",1,"05","2018"
"480099","1437","019A",4130,"","GEARY","BL",1,"05","2018"
"480122","4939","014A",2905,"","JENNINGS","ST",1,"05","2018"
"480132","4210","23",1171,"","YORK","ST",1,"05","2018"
"480150","7009","019A",106,"","SHIELDS","ST",1,"05","2018"
"480154","0488A","39",3316,"","SCOTT","ST",1,"05","2018"
"480165","1222","11",1438,"","PAGE","ST",1,"05","2018"
"480212","637","14",2018,"","WEBSTER","ST",2,"05","2018"
"480219","4217","25",1217,"","RHODE ISLAND","ST",1,"05","2018"
"480220","4217","25",1219,"","RHODE ISLAND","ST",1,"05","2018"
"480353","1622","22",2130,"","CABRILLO","ST",1,"05","2018"
"480510","3582","14",476,"","NOE","ST",1,"05","2018"
"480511","3582","14",478,"","NOE","ST",1,"05","2018"
"480527","3619","26",91,"","CHATTANOOGA","ST",1,"05","2018"
"480528","1732","37",1236,"","19TH","AV",2,"05","2018"
"480611","154","44",1371,"","BROADWAY","*",1,"05","2018"
"480661","3975","3",495,"","UTAH","ST",1,"05","2018"
"480733","3618","92",982,"","GUERRERO","ST",1,"05","2018"
"480756","3548","21",1528,"","15TH","ST",1,"05","2018"
"480903","6630","31",577,"","29TH","ST",1,"05","2018"
"480943","4148","27",2621,"","HARRISON","ST",2,"05","2018"
"481029","3607","036A",151,"","LIBERTY","ST",1,"05","2018"
"481030","3607","036A",153,"","LIBERTY","ST",1,"05","2018"
"481467","3642","41",854,"","CAPP","ST",3,"05","2018"
"481517","1233","16",1352,"A","HAIGHT","ST",1,"05","2018"
"481522","1221","16",1320,"","PAGE","ST",1,"05","2018"
"481593","3729","63",763,"","TEHAMA","ST",3,"05","2018"
"481594","3729","63",765,"","TEHAMA","ST",3,"05","2018"
"481595","3729","63",767,"","TEHAMA","ST",3,"05","2018"
"481695","64","1",2065,"","POWELL","ST",1,"05","2018"
"481749","3533","21",460,"","14TH","ST",1,"05","2018"
"482299","1007","19",330,"","PRESIDIO","AV",2,"05","2018"
"482440","73","3",2131,"","TAYLOR","ST",1,"05","2018"
"482494","507","25",1875,"","LOMBARD","ST",2,"05","2018"
"482495","507","25",1877,"","LOMBARD","ST",2,"05","2018"
"482537","2626","5",32,"","ORD","ST",1,"05","2018"
"484713","3572","18",1,"","ENTERPRISE","ST",1,"11","2015"
"484722","1622","25",668,"","23RD","AV",1,"11","2015"
"484723","3656","10",4022,"","24TH","ST",2,"11","2015"
"484724","3656","10",4024,"","24TH","ST",2,"11","2015"
"484725","3656","10",4026,"","24TH","ST",2,"11","2015"
"484732","3202","32",1911,"","SAN JOSE","AV",1,"11","2015"
"484733","3727","85",615,"","MINNA","ST",2,"11","2015"
"484762","1419","19",287,"","14TH","AV",1,"11","2015"
"484770","4041","9",660,"","INDIANA","ST",1,"11","2015"
"484777","921","39",2131,"","NORTH POINT","ST",1,"11","2015"
"484788","2700","12",4546,"","19TH","ST",1,"11","2015"
"484915","7204","4",2955,"","20TH","AV",1,"11","2015"
"484984","1415","24",214,"","19TH","AV",1,"11","2015"
"485108","753","11",1012,"","SCOTT","ST",1,"11","2015"
"485109","753","11",1014,"","SCOTT","ST",1,"11","2015"
"485139","1101","20",2177,"","O'FARRELL","ST",1,"11","2015"
"485140","1101","20",2179,"","O'FARRELL","ST",1,"11","2015"
"485527","4210","13",1196,"","HAMPSHIRE","ST",1,"11","2015"
"485539","708","21",1489,"","WEBSTER","ST",1,"11","2015"
"485618","196","30",722,"","MONTGOMERY","ST",12,"11","2015"
"485619","196","30",728,"","MONTGOMERY","ST",12,"11","2015"
"485626","811","31",101,"","POLK","ST",162,"11","2015"
"485631","8710","7",718,"","LONG BRIDGE","ST",4,"11","2015"
"485658","4094","57",859,"","KANSAS","ST",1,"11","2015"
"485868","4022","22",685,"","FLORIDA","ST",4,"11","2015"
"485908","179","32",111,"","TRENTON","ST",1,"11","2015"
"486147","1412","19",2034,"","CLEMENT","ST",3,"11","2015"
"486148","1412","19",2036,"","CLEMENT","ST",3,"11","2015"
"486185","3789","972",72,"","TOWNSEND","ST",74,"11","2015"
"486187","3623","31",3847,"","22ND","ST",1,"11","2015"
"486402","4591C","218",51,"","INNES","CT",36,"11","2015"
"486403","4591C","219",52,"","INNES","CT",36,"11","2015"
"486524","1774","33",1356,"","20TH","AV",1,"11","2015"
"486703","339","6",130,"","TURK","ST",9,"11","2015"
"486750","5864","9",931,"","SILVER","AV",1,"11","2015"
"486787","2693","35",183,"","EUREKA","ST",1,"11","2015"
"486806","7331","225",151,"","SUMMIT","WY",2,"11","2015"
"486807","7331","226",153,"","SUMMIT","WY",2,"11","2015"
"486810","7331","233",167,"","SUMMIT","WY",2,"11","2015"
"486811","7331","234",169,"","SUMMIT","WY",2,"11","2015"
"486812","7331","227",157,"","SUMMIT","WY",2,"11","2015"
"486813","7331","228",155,"","SUMMIT","WY",2,"11","2015"
"486816","7331","229",159,"","SUMMIT","WY",2,"11","2015"
"486817","7331","230",161,"","SUMMIT","WY",2,"11","2015"
"486818","7331","231",165,"","SUMMIT","WY",2,"11","2015"
"486819","7331","232",163,"","SUMMIT","WY",2,"11","2015"
"489498","1732","37",1236,"","19TH","AV",2,"11","2016"
"489518","3569","17",3312,"","17TH","ST",2,"11","2016"
"489519","3569","17",3316,"","17TH","ST",2,"11","2016"
"489535","96","30",22,"","MOORE","PL",1,"11","2016"
"489540","1153","8",1750,"","GOLDEN GATE","AV",2,"11","2016"
"489547","3555","36",1785,"","15TH","ST",1,"11","2016"
"489569","1385","12",267,"","25TH","AV",2,"11","2016"
"489582","6513","53",208,"","SAN JOSE","AV",1,"11","2016"
"489583","6513","54",206,"","SAN JOSE","AV",1,"11","2016"
"489603","6717","8",406,"A","CHENERY","ST",1,"11","2016"
"489604","6717","8",406,"","CHENERY","ST",1,"11","2016"
"489616","2370","54",2339,"","41ST","AV",1,"11","2016"
"489617","6013","9",182,"","LONDON","ST",1,"11","2016"
"489657","5926","18",150,"","FELTON","ST",1,"11","2016"
