"","block","lot","street_number","street_number_suffix","street_name","street_suffix","new_units_built","month","year"
"489658","640","8",1966,"","CALIFORNIA","ST",1,"11","2016"
"489677","3123","4",229,"","GENNESSEE","ST",1,"11","2016"
"489794","949","2",2651,"","BAKER","ST",1,"11","2016"
"489872","3634","25",23,"","ALVARADO","ST",1,"11","2016"
"489944","3525","35",215,"","DORE","ST",1,"11","2016"
"489968","3548","77",1367,"","NATOMA","ST",1,"11","2016"
"489969","3548","77",1369,"","NATOMA","ST",1,"11","2016"
"490078","5306","25",4616,"","03RD","ST",1,"11","2016"
"490332","3589","108",767,"","VALENCIA","ST",3,"11","2016"
"490395","3588","001C",3527,"","18TH","ST",2,"11","2016"
"490632","4591C","219",52,"","INNES","CT",36,"11","2016"
"490819","2804","41",4141,"","23RD","ST",1,"11","2016"
"490822","2804","41",4141,"","23RD","ST",1,"11","2016"
"490859","3542","61",2198,"","MARKET","ST",87,"11","2016"
"490990","5858","51",194,"","SWEENY","ST",1,"11","2016"
"491045","7204","4",2953,"","20TH","AV",1,"11","2016"
"491066","1569","014A",685,"","26TH","AV",1,"11","2016"
"491104","4003","6",238,"","MISSOURI","ST",1,"11","2016"
"491105","4003","6",240,"","MISSOURI","ST",1,"11","2016"
"491124","5673","19",3481,"","MISSION","ST",1,"11","2016"
"491412","671","6",1450,"","FRANKLIN","ST",69,"11","2016"
"491430","5290","45",1617,"","KIRKWOOD","AV",1,"11","2016"
"491455","7091","25",200,"","BRIGHT","ST",1,"11","2016"
"491509","4761","13",1386,"","REVERE","AV",1,"11","2016"
"491602","7064","006B",568,"","HURON","AV",1,"11","2016"
"491661","1516","24",566,"","29TH","AV",1,"11","2017"
"491672","1150","5",813,"","LYON","ST",2,"11","2017"
"491674","1225","32",1855,"","OAK","ST",1,"11","2017"
"491677","6410","10",905,"","GENEVA","AV",4,"11","2017"
"491681","4172","28",1133,"","TENNESSEE","ST",1,"11","2017"
"491682","4172","28",1135,"","TENNESSEE","ST",1,"11","2017"
"491683","4172","28",1137,"","TENNESSEE","ST",1,"11","2017"
"491691","4274","5",1340,"","YORK","ST",1,"11","2017"
"491692","4274","5",1342,"","YORK","ST",1,"11","2017"
"491694","6946","19",76,"A","BRUCE","AV",1,"11","2017"
"491705","73","3",2127,"","TAYLOR","ST",4,"11","2017"
"491714","0486A","1",1,"","TOLEDO","WY",5,"11","2017"
"491724","0442A","1",1801,"","BEACH","ST",6,"11","2017"
"491726","495","001C",1631,"","CHESTNUT","ST",1,"11","2017"
"491733","6524","1",1200,"","TREAT","AV",3,"11","2017"
"491734","6524","1",1202,"","TREAT","AV",3,"11","2017"
"491736","7044B","13",41,"","OTTAWA","AV",1,"11","2017"
"491739","525","4",2335,"","LARKIN","ST",2,"11","2017"
"491742","6554","14",4164,"A","26TH","ST",1,"11","2017"
"491743","6530","2",414,"","BARTLETT","ST",1,"11","2017"
"491744","6530","2",416,"","BARTLETT","ST",1,"11","2017"
"491745","6530","2",418,"","BARTLETT","ST",1,"11","2017"
"491750","7008","9",653,"","HEAD","ST",1,"11","2017"
"491755","1661","004E",749,"A","18TH","AV",1,"11","2017"
"491757","63","5",5,"","FIELDING","ST",1,"11","2017"
"491760","739","9",840,"","VAN NESS","AV",2,"11","2017"
"491769","5643","30",229,"","COLERIDGE","ST",1,"11","2017"
"491772","3564","74",86,"","POND","ST",1,"11","2017"
"491776","5875","4",20,"","DARTMOUTH","ST",1,"11","2017"
"491783","5727","9",548,"","BANKS","ST",1,"11","2017"
"491789","1502","10",577,"","42ND","AV",1,"11","2017"
"491791","2111","1",1601,"","ORTEGA","ST",1,"11","2017"
"491792","2111","1",1603,"","ORTEGA","ST",1,"11","2017"
"491810","4271","18",3076,"","26TH","ST",1,"11","2017"
"491811","4271","18",3078,"","26TH","ST",1,"11","2017"
"491825","603","004A",2240,"","WASHINGTON","ST",1,"11","2017"
"491837","2018","001B",1723,"A","31ST","AV",1,"11","2017"
"491838","806","19",708,"A","BUCHANAN","ST",1,"11","2017"
"492003","3595","41",431,"","CAPP","ST",1,"11","2017"
"492004","3595","41",433,"","CAPP","ST",1,"11","2017"
"492005","3595","41",435,"","CAPP","ST",1,"11","2017"
"492023","547","7",2400,"","VAN NESS","AV",3,"11","2017"
"492129","6545","3",1014,"","DIAMOND","ST",1,"11","2017"
"492130","6545","3",1016,"","DIAMOND","ST",1,"11","2017"
"492177","6272","30",4801,"","MISSION","ST",6,"11","2017"
"492241","3605","25",755,"","SANCHEZ","ST",1,"11","2017"
"492296","1459","11",478,"","28TH","AV",1,"11","2017"
"492332","4711","94",21,"","HAWKINS","LN",1,"11","2017"
"492548","1444","15",371,"","12TH","AV",1,"11","2017"
"492579","3595","41",431,"","CAPP","ST",1,"11","2017"
"492580","3595","41",433,"","CAPP","ST",1,"11","2017"
"492611","923","34",2349,"","NORTH POINT","ST",1,"11","2017"
"492876","2623","74",53,"","STATES","ST",2,"11","2017"
"492955","3534","20",21,"","ROSEMONT","PL",2,"11","2017"
"493013","317","5",436,"","OFARRELL","ST",9,"11","2017"
"493103","5643","3",216,"","PROSPECT","AV",1,"11","2017"
"493328","6718","31",407,"","CHENERY","ST",3,"11","2017"
"493452","6539","23",935,"","DIAMOND","ST",1,"11","2017"
"493545","1730","37",1230,"","21ST","AV",1,"11","2017"
"493691","827","11",744,"","OAK","ST",1,"11","2017"
"493963","5727","9",548,"","BANKS","ST",1,"11","2017"
"496459","6172","24",3334,"","SAN BRUNO","AV",1,"11","2018"
"496462","5841","5",425,"","JUSTIN","DR",1,"11","2018"
"496466","134","25",1148,"","MONTGOMERY","ST",1,"11","2018"
"496472","337","014A",469,"","EDDY","ST",29,"11","2018"
"496474","3630","25",176,"","MERSEY","ST",2,"11","2018"
"496475","3630","25",178,"","MERSEY","ST",2,"11","2018"
"496479","280","11",952,"","SUTTER","ST",5,"11","2018"
"496482","250","6",1350,"","PINE","ST",1,"11","2018"
"496493","6156","28",3190,"","SAN BRUNO","AV",3,"11","2018"
"496503","6081","46",226,"","BRAZIL","AV",1,"11","2018"
"496505","6544","20",610,"","CLIPPER","ST",6,"11","2018"
"496506","6544","21",660,"","CLIPPER","ST",3,"11","2018"
"496517","6418","29",615,"","PRAGUE","ST",1,"11","2018"
"496520","3609","114",305,"","SAN CARLOS","ST",3,"11","2018"
"496523","3534","180",41,"A","ROSEMONT","PL",1,"11","2018"
"496524","3534","180",41,"","ROSEMONT","PL",1,"11","2018"
"496525","215","24",51,"","PRIEST","ST",1,"11","2018"
"496526","215","24",53,"","PRIEST","ST",1,"11","2018"
"496531","551","14",1640,"","VALLEJO","ST",2,"11","2018"
"496538","1418","33",252,"A","16TH","AV",1,"11","2018"
"496539","1418","33",252,"","16TH","AV",1,"11","2018"
"496546","1406","30",362,"","28TH","AV",1,"11","2018"
"496547","1406","30",364,"","28TH","AV",1,"11","2018"
"496550","6086","010B",456,"A","LISBON","ST",1,"11","2018"
"496554","3541","30",161,"","NOE","ST",1,"11","2018"
"496555","3541","30",163,"","NOE","ST",1,"11","2018"
"496556","3541","30",165,"","NOE","ST",1,"11","2018"
"496564","4760","11",1494,"","REVERE","AV",1,"11","2018"
"496589","1560","5",517,"","17TH","AV",1,"11","2018"
"496592","4733","008B",1182,"A","PALOU","AV",1,"11","2018"
"496595","4088","26",825,"A","YORK","ST",1,"11","2018"
"496596","4088","26",825,"","YORK","ST",1,"11","2018"
"496612","825","37",419,"","PIERCE","ST",1,"11","2018"
"496615","5255","12",1410,"","HUDSON","AV",1,"11","2018"
"496622","1080","22",2483,"","POST","ST",1,"11","2018"
"496623","1080","22",2485,"","POST","ST",1,"11","2018"
"496644","1453","11",355,"","21ST","AV",1,"11","2018"
"496646","1664","21",4526,"B","FULTON","ST",1,"11","2018"
"496647","5343","36",1745,"A","REVERE","AV",1,"11","2018"
"496652","5071","9",250,"A","TOCOLOMA","AV",1,"11","2018"
"496684","6414","34",1274,"","GENEVA","AV",1,"11","2018"
"496685","6414","34",1276,"","GENEVA","AV",1,"11","2018"
"496703","3783","1",855,"","BRANNAN","ST",434,"11","2018"
"496712","2072","13",1865,"","35TH","AV",1,"11","2018"
"496724","2123B","001K",8,"","CRAGMONT","AV",1,"11","2018"
"496764","2993","28",400,"","LANSDALE","AV",1,"11","2018"
"496783","1453","13",363,"","21ST","AV",2,"11","2018"
"496804","1431","6",233,"A","02ND","AV",1,"11","2018"
"496805","1431","6",233,"","02ND","AV",1,"11","2018"
"496814","5353B","010D",357,"","BRIDGEVIEW","DR",1,"11","2018"
"496815","4967","32",1223,"A","HOLLISTER","AV",1,"11","2018"
"496816","5746","4",106,"","LEESE","ST",1,"11","2018"
"496817","5746","4",108,"","LEESE","ST",1,"11","2018"
"496845","6635","53",29,"","29TH","ST",1,"11","2018"
"496846","1271","5",875,"","CLAYTON","ST",1,"11","2018"
"496903","1031","26",3169,"","CALIFORNIA","ST",1,"11","2018"
"496938","2993","28",400,"","LANSDALE","AV",1,"11","2018"
"496966","2635","46",480,"","WARREN","DR",9,"11","2018"
"496992","2880","22",42,"","DORANTES","AV",1,"11","2018"
"497017","3619","26",91,"","CHATTANOOGA","ST",1,"11","2018"
"497066","3983","8",160,"","CONNECTICUT","ST",2,"11","2018"
"497072","118","12",734,"","GREEN","ST",1,"11","2018"
"497073","118","12",740,"","GREEN","ST",1,"11","2018"
"497154","1626","12",1726,"A","CABRILLO","ST",1,"11","2018"
"497168","214","18",1265,"","WASHINGTON","ST",2,"11","2018"
"497200","1346","2",1114,"","LAKE","ST",1,"11","2018"
"497495","1186","8",1706,"","GROVE","ST",1,"11","2018"
"497500","76","22",1930,"A","POWELL","ST",1,"11","2018"
"497507","1245","15",1480,"","WALLER","ST",2,"11","2018"
"497648","652","1",2201,"","CALIFORNIA","ST",1,"11","2018"
"497663","1591","005J",4740,"","BALBOA","ST",2,"11","2018"
"497728","2087","34",1920,"","48TH","AV",1,"11","2018"
"497746","5306","8",1668,"","NEWCOMB","AV",1,"11","2018"
"497771","4022","28",681,"","FLORIDA","ST",170,"11","2018"
"497785","3756","3",350,"","08TH","ST",2,"11","2018"
"497900","1254","5",22,"","DOWNEY","ST",1,"11","2018"
"497950","2753","023B",139,"","GRAND VIEW","AV",1,"11","2018"
"498011","533","14",2146,"","UNION","ST",4,"11","2018"
"498012","533","14",2150,"","UNION","ST",4,"11","2018"
"498046","3533","11",420,"","14TH","ST",1,"11","2018"
"498112","1423","25",280,"A","11TH","AV",1,"11","2018"
"498168","836","32",22,"","FRANKLIN","ST",35,"11","2018"
"498255","1449","45",1657,"","CLEMENT","ST",1,"11","2018"
"498374","1178","15",618,"","BAKER","ST",1,"11","2018"
"498634","96","30",22,"","MOORE","PL",1,"11","2018"
"501249","5721","77",349,"","RICHLAND","AV",1,"10","2015"
"501262","3706","93",706,"","MISSION","ST",169,"10","2015"
"501295","251","14",1280,"","PINE","ST",1,"10","2015"
"501298","2693","35",183,"","EUREKA","ST",1,"10","2015"
"501316","3518","6",248,"","09TH","ST",15,"10","2015"
"501317","3518","7",252,"","09TH","ST",15,"10","2015"
"501326","1686","33",834,"","44TH","AV",1,"10","2015"
"501338","2802","36",873,"","ALVARADO","ST",1,"10","2015"
"501353","3726","62",532,"","NATOMA","ST",1,"10","2015"
"501358","3533","44",150,"","CLINTON","PK",1,"10","2015"
"501362","693","22",1051,"","POST","ST",1,"10","2015"
"501379","505","18",1637,"","LOMBARD","ST",1,"10","2015"
"501382","1073","13",800,"","PRESIDIO","AV",50,"10","2015"
"501384","1524","018A",2930,"","ANZA","ST",1,"10","2015"
"501393","1050","006B",1825,"","SCOTT","ST",1,"10","2015"
"501395","7512","10",38,"","CAMEO","WY",1,"10","2015"
"501457","2317","016G",2132,"","SANTIAGO","ST",1,"10","2015"
"501461","5403","35",2082,"","BANCROFT","AV",1,"10","2015"
"501628","5673","39",3415,"","MISSION","ST",1,"10","2015"
"501679","3546","25",455,"","14TH","ST",2,"10","2015"
"501743","0463A","13",162,"","ALHAMBRA","ST",1,"10","2015"
"501744","0463A","13",164,"","ALHAMBRA","ST",1,"10","2015"
"501766","793","103",400,"","GROVE","ST",32,"10","2015"
"501865","4095","18",896,"","DE HARO","ST",2,"10","2015"
"501917","5525","33",1529,"","TREAT","AV",1,"10","2015"
"501922","3625","011A",3930,"","23RD","ST",1,"10","2015"
"501923","3625","011A",3932,"","23RD","ST",1,"10","2015"
"502521","6581","60",1350,"","NOE","ST",1,"10","2015"
"502602","3637","3",1110,"","SOUTH VAN NESS","AV",1,"10","2015"
"502629","3541","50",24,"","HENRY","ST",1,"10","2015"
"502643","1801","40",1322,"","47TH","AV",1,"10","2015"
"502659","837","3",1,"","FRANKLIN","ST",35,"10","2015"
"502777","1073","56",800,"","PRESIDIO","AV",50,"10","2015"
"503146","4591C","45",551,"","HUDSON","AV",9,"10","2015"
"503321","3598","28",651,"","DOLORES","ST",4,"10","2015"
"503339","7331","239",181,"","SUMMIT","WY",2,"10","2015"
"503340","7331","240",179,"","SUMMIT","WY",2,"10","2015"
"503342","7331","189",210,"","SUMMIT","WY",2,"10","2015"
"503343","7331","190",212,"","SUMMIT","WY",2,"10","2015"
"503344","7331","187",206,"","SUMMIT","WY",2,"10","2015"
"503345","7331","188",208,"","SUMMIT","WY",2,"10","2015"
"503346","7331","241",183,"","SUMMIT","WY",2,"10","2015"
"503347","7331","242",185,"","SUMMIT","WY",2,"10","2015"
"503397","629","37",2155,"","WEBSTER","ST",77,"10","2015"
"503472","830","14",500,"","BUCHANAN","ST",1,"10","2015"
"503485","4145","12",2356,"","BRYANT","ST",1,"10","2015"
"503486","4145","12",2358,"","BRYANT","ST",1,"10","2015"
"503512","3753","106",923,"","FOLSOM","ST",115,"10","2015"
"503529","2362","19",2332,"","TARAVAL","ST",1,"10","2015"
"503913","7331","243",189,"","SUMMIT","WY",2,"10","2015"
"503914","7331","244",187,"","SUMMIT","WY",2,"10","2015"
"503919","7331","191",216,"","SUMMIT","WY",2,"10","2015"
"503920","7331","192",218,"","SUMMIT","WY",2,"10","2015"
"503921","7331","193",220,"","SUMMIT","WY",2,"10","2015"
"503922","7331","194",222,"","SUMMIT","WY",2,"10","2015"
"503923","7331","245",191,"","SUMMIT","WY",2,"10","2015"
"503924","7331","246",193,"","SUMMIT","WY",2,"10","2015"
"506049","275","5",972,"","BUSH","ST",3,"10","2016"
"506057","119","17",852,"","GREEN","ST",1,"10","2016"
"506059","1465","001B",423,"","33RD","AV",1,"10","2016"
"506077","6987","41",845,"","HOLLOWAY","AV",1,"10","2016"
"506112","3537","25",750,"","14TH","ST",4,"10","2016"
"506113","0441B","7",3551,"","PIERCE","ST",1,"10","2016"
"506130","5338","25",1780,"A","REVERE","AV",1,"10","2016"
"506131","5338","25",1780,"","REVERE","AV",1,"10","2016"
"506133","505","001A",2941,"","GOUGH","ST",1,"10","2016"
"506134","5403","1",2,"","VESTA","ST",1,"10","2016"
"506139","6800","41",274,"","SILVER","AV",1,"10","2016"
"506144","6521","31",2853,"","FOLSOM","ST",1,"10","2016"
"506145","6521","31",2855,"A","FOLSOM","ST",1,"10","2016"
"506146","6521","31",2855,"","FOLSOM","ST",1,"10","2016"
"506156","1200","001D",1431,"","GROVE","ST",2,"10","2016"
"506228","1143","15",3053,"","TURK","BL",2,"10","2016"
"506235","7044A","18",17,"","OTTAWA","AV",1,"10","2016"
"506238","3575","63",3249,"","17TH","ST",1,"10","2016"
"506241","2845","3",80,"","CRESTLINE","DR",1,"10","2016"
"506254","3755","49",32,"","HERON","ST",1,"10","2016"
"506265","1089","35",400,"","ANZA","ST",1,"10","2016"
"506267","6998","33",240,"","BEVERLY","ST",1,"10","2016"
"506283","5324","20",1447,"","OAKDALE","AV",1,"10","2016"
"506296","4219","62",1903,"","23RD","ST",1,"10","2016"
"506367","805","8",710,"","HAYES","ST",1,"10","2016"
"506368","805","8",712,"","HAYES","ST",1,"10","2016"
"506369","805","8",714,"","HAYES","ST",1,"10","2016"
"506375","6554","37",325,"","CLIPPER","ST",1,"10","2016"
"506390","806","19",708,"A","BUCHANAN","ST",1,"10","2016"
"506391","806","19",708,"","BUCHANAN","ST",1,"10","2016"
"506392","806","19",710,"","BUCHANAN","ST",1,"10","2016"
"506597","4095","18",896,"","DE HARO","ST",2,"10","2016"
"506684","665","2",1547,"A","FRANKLIN","ST",1,"10","2016"
"506686","3751","29",750,"","HARRISON","ST",79,"10","2016"
"506804","6758","32",807,"","BOSWORTH","ST",1,"10","2016"
"506814","1686","33",834,"","44TH","AV",1,"10","2016"
"507248","3562","27",3673,"","16TH","ST",1,"10","2016"
"507300","2775","15",826,"","ALVARADO","ST",1,"10","2016"
"507343","3726","62",532,"","NATOMA","ST",1,"10","2016"
"507394","3641","88",930,"","SHOTWELL","ST",2,"10","2016"
"507482","1561","038A",500,"A","19TH","AV",1,"10","2016"
"507645","6968","8",5000,"","MISSION","ST",1,"10","2016"
"507825","793","107",400,"","GROVE","ST",2,"10","2016"
"507958","794","28",555,"","FULTON","ST",139,"10","2016"
"508004","3549","64",1450,"","15TH","ST",23,"10","2016"
"508054","3612","017A",785,"","TREAT","AV",1,"10","2016"
"508055","3612","017A",787,"","TREAT","AV",1,"10","2016"
"510870","999","8",3110,"","CLAY","ST",1,"10","2017"
"510876","189","12",1420,"","JONES","ST",3,"10","2017"
"510877","2763","38",775,"","CORBETT","AV",2,"10","2017"
"510878","1591","005J",4740,"","BALBOA","ST",2,"10","2017"
"510889","4148","31",2867,"B","22ND","ST",1,"10","2017"
"510890","1769","4",1315,"A","14TH","AV",1,"10","2017"
"510891","1769","4",1315,"","14TH","AV",1,"10","2017"
"510892","1769","4",1315,"A","14TH","AV",1,"10","2017"
"510898","5746","4",106,"","LEESE","ST",1,"10","2017"
"510903","0488A","39",3318,"","SCOTT","ST",1,"10","2017"
"510905","1346","2",1108,"A","LAKE","ST",1,"10","2017"
"510907","3576","72",60,"","SYCAMORE","ST",2,"10","2017"
"510915","6729","44",15,"","PENNY","LN",1,"10","2017"
"510922","3634","9",3532,"","23RD","ST",3,"10","2017"
"510925","1221","16",1320,"","PAGE","ST",1,"10","2017"
"510927","3590","41",326,"","CAPP","ST",1,"10","2017"
"510933","7536","9",626,"A","29TH","ST",1,"10","2017"
"510966","1853","004A",1543,"","07TH","AV",1,"10","2017"
"511010","3727","54",644,"B","NATOMA","ST",3,"10","2017"
"511011","3727","54",646,"B","NATOMA","ST",3,"10","2017"
"511073","3561","23",3646,"","16TH","ST",1,"10","2017"
"511109","505","18",1637,"","LOMBARD","ST",1,"10","2017"
"511139","3534","2",104,"","GUERRERO","ST",1,"10","2017"
"511197","1423","25",280,"A","11TH","AV",1,"10","2017"
"511209","6618","3",1560,"","DOLORES","ST",1,"10","2017"
"511239","822","36",927,"","HAYES","ST",1,"10","2017"
"511240","822","36",929,"","HAYES","ST",1,"10","2017"
"511241","822","36",931,"","HAYES","ST",1,"10","2017"
"511435","6995","37",454,"","RALSTON","ST",1,"10","2017"
"511523","6800","15",70,"","TINGLEY","ST",1,"10","2017"
"511552","3730","15",1140,"","FOLSOM","ST",112,"10","2017"
"511708","6089","017A",582,"A","NAPLES","ST",1,"10","2017"
"511808","852","8",172,"","HAIGHT","ST",2,"10","2017"
"511809","181","13",1042,"","JACKSON","ST",1,"10","2017"
"511909","3641","68",2790,"","FOLSOM","ST",1,"10","2017"
"512103","1523","31",462,"","22ND","AV",2,"10","2017"
"512144","6800","15",70,"","TINGLEY","ST",1,"10","2017"
"512288","1260","19",21,"","CASTRO","ST",1,"10","2017"
"512366","1510","13",563,"","34TH","AV",1,"10","2017"
"512458","4147","16",2860,"","22ND","ST",1,"10","2017"
"512632","3727","54",644,"","NATOMA","ST",3,"10","2017"
"512633","3727","54",646,"","NATOMA","ST",3,"10","2017"
"512693","2845","3",80,"","CRESTLINE","DR",1,"10","2017"
"512697","1730","37",1230,"","21ST","AV",1,"10","2017"
"512753","3569","17",3312,"","17TH","ST",2,"10","2017"
"512754","3569","17",3316,"","17TH","ST",2,"10","2017"
"512907","5259","34",1500,"","INNES","AV",1,"10","2017"
"512943","507","25",1875,"","LOMBARD","ST",2,"10","2017"
"512944","507","25",1877,"","LOMBARD","ST",2,"10","2017"
"513207","6502","26",4431,"A","24TH","ST",1,"10","2017"
"513274","3576","90",3420,"","18TH","ST",16,"10","2017"
"513315","1282","24",275,"","GRATTAN","ST",2,"10","2017"
"513499","651","23",2135,"","CALIFORNIA","ST",1,"10","2017"
"515678","1867","36",1526,"","22ND","AV",1,"10","2018"
"515679","1867","36",1528,"","22ND","AV",1,"10","2018"
"515680","6601","32",369,"A","DUNCAN","ST",1,"10","2018"
"515681","6601","32",369,"","DUNCAN","ST",1,"10","2018"
"515683","2004","22",1789,"","45TH","AV",1,"10","2018"
"515687","6996","10",453,"","RALSTON","ST",1,"10","2018"
"515695","807","3",515,"","OCTAVIA","ST",1,"10","2018"
"515702","2163","10",2039,"A","43RD","AV",1,"10","2018"
"515709","6753","18",80,"","ROTTECK","ST",1,"10","2018"
"515713","1434","33",334,"","03RD","AV",4,"10","2018"
"515722","337","3",245,"","LEAVENWORTH","ST",2,"10","2018"
"515723","319","22",775,"","GEARY","ST",3,"10","2018"
"515724","2692","6",136,"","EUREKA","ST",1,"10","2018"
"515725","2692","6",138,"A","EUREKA","ST",1,"10","2018"
"515726","2692","6",138,"","EUREKA","ST",1,"10","2018"
"515727","2692","6",140,"A","EUREKA","ST",1,"10","2018"
"515728","2692","6",140,"","EUREKA","ST",1,"10","2018"
"515731","318","21",639,"","GEARY","ST",1,"10","2018"
"515733","6171","35",1017,"","BRUSSELS","ST",1,"10","2018"
"515734","5081","11",355,"","TOCOLOMA","AV",1,"10","2018"
"515740","5306","8",1668,"","NEWCOMB","AV",1,"10","2018"
"515744","1418","26",290,"","16TH","AV",1,"10","2018"
"515746","5297","27",1101,"","PHELPS","ST",4,"10","2018"
"515747","5297","27",1103,"","PHELPS","ST",4,"10","2018"
"515748","5297","27",1105,"","PHELPS","ST",4,"10","2018"
"515749","5297","27",1107,"","PHELPS","ST",4,"10","2018"
