"","buyout_amount","address","nhood","long","lat","month","year"
"710","200,000.00","4407 18th Street","Castro/Upper Market","-122.43844087840822","37.760660214750885","10","2019"
"713","32,000.00","1237 09th Avenue","Inner Sunset","-122.46643959874235","37.76521080792593","3","2017"
"716","40,000.00","3431 19th Street","Mission","-122.41980858055318","37.760177592224","1","2017"
"717","54,859.24","1400 35th Avenue","Sunset/Parkside","-122.49411272500302","37.76086149190643","11","2016"
"718","100,000.00","832 Capp Street","Mission","-122.41750181969432","37.75335266734718","8","2020"
"719","96,785.00","3940 26th Street","Noe Valley","-122.42806697347008","37.74847196420043","2","2017"
"725","7,000.00","2159 California Street","Pacific Heights","-122.4298665299786","37.78939077752796","10","2016"
"726","87,500.00","249 Eureka Street","Castro/Upper Market","-122.43801638930348","37.758313189248526","5","2017"
"727","88,400.35","406 Hoffman Avenue","Noe Valley","-122.44064577194878","37.75072806405501","4","2017"
"728","47,500.00","3633 Lincoln Way","Sunset/Parkside","-122.49693897516963","37.764522440684736","5","2019"
"731","8,000.00","673 Shotwell Street","Mission","-122.41565012172168","37.757705487804714","6","2019"
"733","40,000.00","1118 Quintara Street","Sunset/Parkside","-122.47743701732897","37.74861820763388","2","2022"
"735","75,000.00","441 Green Street","North Beach","-122.40645120304603","37.799802155624256","9","2020"
"737","20,000.00","1584 Funston Avenue","Inner Sunset","-122.47020631756997","37.75859134538716","4","2021"
"740","33,500.00","27 Lippard Avenue","Glen Park","-122.43529250961066","37.73538517351593","5","2022"
"743","15,000.00","191 Frederick Street","Haight Ashbury","-122.44620650291763","37.767219800507725","10","2021"
"745","5,000.00","1871 Sacramento Street","Pacific Heights","-122.4236508452876","37.791124924415","12","2015"
"746","50,000.00","209 Lincoln Way","Inner Sunset","-122.46021080422007","37.76613588723721","6","2018"
"747","23,500.00","866 30th Avenue","Outer Richmond","-122.48956688940441","37.7729727037954","5","2015"
"748","26,630.09","109 Liberty Street","Mission","-122.42374044001618","37.75752613815909","8","2019"
"749","20,000.00","1859 Broadway Street","Pacific Heights","-122.42766030745653","37.79517249373799","11","2019"
"751","30,000.00","506 Grove Street","Hayes Valley","-122.42502652263828","37.777607617725344","9","2020"
"752","40,000.00","1025 De Haro Street","Potrero Hill","-122.4008127503744","37.75681385437935","4","2018"
"754","100,000.00","1453 SOUTH VAN NESS Avenue","Mission","-122.4160062417595","37.74993518069267","3","2019"
"760","27,000.00","40 Tiffany Avenue","Bernal Heights","-122.42074671013816","37.74597305943157","10","2021"
"765","25,000.00","612 Andover Street","Bernal Heights","-122.41677271693293","37.73599131073666","5","2022"
"766","13,700.00","94 Ney Street","Excelsior","-122.42851710262785","37.72999029010816","12","2018"
"768","51,158.00","714 Douglass Street","Noe Valley","-122.43864894146763","37.75236068503828","11","2017"
"770","109,087.92","2000 Grove Street","Lone Mountain/USF","-122.44964806738315","37.77447712572231","10","2020"
"771","46,875.50","471 03rd Avenue","Inner Richmond","-122.4610187197886","37.779826882013325","4","2016"
"772","42,000.00","94 Cortland Avenue","Bernal Heights","-122.42104547302787","37.74026693880736","1","2022"
"776","20,000.00","120 Haight Street","Hayes Valley","-122.42420121241771","37.77293506379825","12","2017"
"777","1,000.00","654 Lisbon Street","Excelsior","-122.43664216723394","37.7180606334403","7","2018"
"779","35,000.00","1258 Vermont Street","Mission","-122.40350225112164","37.75371844205634","12","2019"
"781","10,800.00","215 Detroit Street","West of Twin Peaks","-122.44433308399404","37.72927749481491","3","2019"
"783","38,200.00","3519 19th Street","Mission","-122.42187020464023","37.760053039242386","12","2015"
"784","40,000.00","1422 Guerrero Street","Mission","-122.42263430758013","37.74841503654676","11","2020"
"788","45,000.00","1210 Jackson Street","Nob Hill","-122.41510156797756","37.79498684954937","1","2021"
"789","13,619.73","1969 San Jose Avenue","Outer Mission","-122.44254576205584","37.72557678825886","4","2018"
"792","20,833.33","2876 16th Street","Mission","-122.4169718291973","37.76524706741519","3","2018"
"794","16,000.00","2027 10th Avenue","Inner Sunset","-122.4664779345202","37.750405882186854","3","2020"
"796","115,000.00","219 Clayton Street","Lone Mountain/USF","-122.44932831378114","37.77329560802558","6","2021"
"802","29,692.82","170 Dolores Street","Castro/Upper Market","-122.42671601591215","37.76672634968413","6","2018"
"804","80,000.00","2325 Mariposa Street","Potrero Hill","-122.40661838518126","37.76321189523995","9","2020"
"807","7,000.00","2319 39th Avenue","Sunset/Parkside","-122.49726717401127","37.74357707354224","12","2016"
"811","32,000.00","1890 43rd Avenue","Sunset/Parkside","-122.5020554930307","37.75147384368742","6","2018"
"812","69,649.00","1841 19th Street","Potrero Hill","-122.40067900419992","37.76102175433182","1","2017"
"813","83,202.27","170 Carl Street","Haight Ashbury","-122.4519107077189","37.765584992541356","8","2020"
"816","98,120.00","65 Joost Avenue","West of Twin Peaks","-122.43670988326042","37.732358432073234","12","2021"
"817","","1270 California Street","Nob Hill","-122.41525139926983","37.7913041372308","3","2016"
"825","18,000.00","700 London Street","Excelsior","-122.43887166611387","37.718060208855","6","2018"
"832","27,168.26","1388 10th Avenue","Inner Sunset","-122.4672506416218","37.762396012260744","7","2019"
"835","66,200.00","560 Vienna Street","Excelsior","-122.43115951376758","37.719557819112225","10","2021"
"836","25,578.02","342 05th Avenue","Inner Richmond","-122.46326887426534","37.78216041017066","1","2019"
"839","50,000.00","556 Sanchez Street","Castro/Upper Market","-122.4305281503444","37.76019283286114","6","2018"
"840","9,020.00","111 Willard North Street","Lone Mountain/USF","-122.45687071495934","37.77720860284265","5","2021"
"841","7,000.00","3424 21st Street","Mission","-122.42404215920841","37.75675878382834","2","2018"
"844","30,000.00","2022 Hyde Street","Russian Hill","-122.41911289874027","37.79963317938683","10","2020"
"845","10,500.00","127 Ellert Street","Bernal Heights","-122.41748705210665","37.73841473713476","4","2019"
"846","6,990.00","3547 20th Street","Mission","-122.42012980632607","37.75854613077954","10","2016"
"847","55,000.00","200 Arguello Boulevard","Presidio Heights","-122.45922764622537","37.78654007809968","11","2017"
"852","20,000.00","1340 Union Street","Russian Hill","-122.42140071771135","37.79891457670649","12","2015"
"856","145,000.00","1028 Capp Street","Mission","-122.41720095619783","37.75021282005427","5","2019"
"858","150,000.00","1839 Webster Street","Pacific Heights","-122.43197654777155","37.78779563609258","2","2016"
"862","23,283.42","95 Corwin Street","Twin Peaks","-122.43916901683087","37.75712634028342","1","2016"
"863","53,636.00","249 Mississippi Street","Potrero Hill","-122.39463228087304","37.76334807648063","4","2016"
"866","90,000.00","763 Page Street","Haight Ashbury","-122.43329706884224","37.77267910145804","8","2016"
"869","39,720.48","211 Cornwall Street","Inner Richmond","-122.46154803427562","37.78492555439083","3","2022"
"870","20,762.77","3600 20th Street","Mission","-122.42140069059623","37.75852356854698","4","2018"
"873","15,000.00","1886 21st Avenue","Sunset/Parkside","-122.47848588736572","37.75258446862112","9","2021"
"876","70,619.01","531 Alvarado Street","Noe Valley","-122.43283324709424","37.75375774431638","12","2016"
"879","61,500.00","40 Clarion Alley","Mission","-122.42039384318291","37.763028265937194","6","2020"
"883","9,000.00","111 Castro Street","Castro/Upper Market","-122.43558258523025","37.7671158442507","7","2021"
"885","1,000.00","179 Burnside Avenue","West of Twin Peaks","-122.4386863983312","37.733637403372455","12","2016"
"892","10,000.00","465 Brussels Street","Portola","-122.40525140145813","37.72637113831093","10","2019"
"893","60,000.00","198 Park Street","Bernal Heights","-122.42111993162936","37.73651895991148","12","2021"
"895","60,000.00","288 Randall Street","Glen Park","-122.42954985241356","37.740617637657955","12","2017"
"898","27,811.84","3080 Jackson Street","Pacific Heights","-122.44576354942373","37.79107826322832","10","2016"
"906","13,600.00","1507 California Street","Nob Hill","-122.41924351980904","37.790740963730215","8","2021"
"907","5,000.00","4405 California Street","Inner Richmond","-122.46472582757038","37.78495276645114","3","2022"
"908","20,000.00","668 Banks Street","Bernal Heights","-122.41308062233756","37.73509643197873","9","2020"
"909","37,000.00","2131 Rivera Street","Sunset/Parkside","-122.48918996867111","37.74617383126989","11","2018"
"910","16,500.00","2743 Folsom Street","Mission","-122.41414837553627","37.75341033462844","1","2021"
"911","35,000.00","737 Ashbury Street","Haight Ashbury","-122.44664895856732","37.76837030683356","5","2019"
"912","15,000.00","1327 Stevenson Street","Mission","-122.42167907562556","37.771149238760756","1","2018"
"913","42,049.53","1873 Golden Gate Avenue","Western Addition","-122.44138245729421","37.778340781424426","7","2021"
"915","21,000.00","273 Munich Street","Excelsior","-122.42647406649455","37.72131112629204","5","2015"
"918","115,000.00","112 Albion Street","Mission","-122.42287664099504","37.7646119162012","3","2021"
"919","65,000.00","45 Ashbury Street","Lone Mountain/USF","-122.44802754823809","37.77517242225053","12","2016"
"922","","2477 Mission Street","Mission","-122.4189190524139","37.75745079952934","9","2019"
"927","110,000.00","3116 Geary Boulevard","Presidio Heights","-122.45239598658992","37.781928357762524","8","2019"
"930","14,000.00","399 Steiner Street","Haight Ashbury","-122.43230902335986","37.77274094850812","8","2015"
"931","20,000.00","639 Hearst Avenue","West of Twin Peaks","-122.4520586530249","37.730655402871015","8","2021"
"934","34,000.00","36 06th Avenue","Inner Richmond","-122.46475055636104","37.78775320841024","8","2021"
"938","81,800.00","431 hoffman Avenue","Noe Valley","-122.4405436652951","37.75038410415908","8","2021"
"942","17,062.00","388 Marietta Drive","West of Twin Peaks","-122.44357465723876","37.738593452512255","5","2017"
"944","128,350.00","2763 22nd Street","Mission","-122.40973535669393","37.75595885562688","10","2018"
"947","135,000.00","2068 Pine Street","Pacific Heights","-122.42982784296899","37.78846937502979","10","2015"
"954","8,500.00","2106 27th Avenue","Sunset/Parkside","-122.48461944517558","37.74808044494422","4","2019"
"955","35,000.00","5136 Geary Boulevard","Outer Richmond","-122.47442936512955","37.780663881849186","7","2019"
"956","25,000.00","552 Hill Street","Noe Valley","-122.43343846545578","37.755384005755836","2","2016"
"958","21,500.00","1376 Clayton Street","Castro/Upper Market","-122.4464292904857","37.759132497425966","7","2019"
"959","78,091.95","2130 Mason Street","North Beach","-122.41307856777176","37.80315721484337","5","2017"
"966","72,000.00","2540 Lake Street","Seacliff","-122.4866934885051","37.78570840031755","8","2021"
"971","5,000.00","290 Divisadero Street","Haight Ashbury","-122.43712483820534","37.77200937486002","12","2021"
"972","73,000.00","1610 34th Avenue","Sunset/Parkside","-122.49276685367968","37.75700362533166","2","2021"
"975","24,500.00","3938 Washington Street","Presidio Heights","-122.45811282114566","37.788601639482835","1","2018"
"976","12,854.00","2658 17th Avenue","West of Twin Peaks","-122.4731951772232","37.738335886353745","5","2019"
"979","54,000.00","186 Valley Street","Noe Valley","-122.42639651963763","37.744551451889514","12","2015"
"980","30,000.00","2134 Franklin Street","Pacific Heights","-122.42474088785895","37.79406822289145","8","2020"
"982","48,000.00","4602 03rd Street","Bayview Hunters Point","-122.39026403017918","37.736328555508244","8","2016"
"984","22,597.00","434 Moscow Street","Excelsior","-122.42810731051408","37.72071632856146","1","2017"
"986","48,500.00","1015 Pierce Street","Western Addition","-122.43532330029355","37.7793256968576","7","2016"
"991","","68 Rosenkranz Street","Bernal Heights","-122.4107363280338","37.741938987827766","10","2016"
"993","20,000.00","1282 48th Avenue","Sunset/Parkside","-122.50820375095049","37.76256521664268","6","2022"
"995","550.00","926 Garfield Street","Oceanview/Merced/Ingleside","-122.47105755083354","37.71967623782963","3","2016"
"998","50,000.00","2914 Franklin Street","Marina","-122.42620065251856","37.801307715023945","1","2020"
"999","40,000.00","711 Central Avenue","Lone Mountain/USF","-122.44485985835357","37.77618419702535","5","2021"
"1002","20,000.00","466 32nd Avenue","Outer Richmond","-122.49226047565672","37.7804147884206","4","2018"
"1003","82,500.00","1720 Steiner Street","Japantown","-122.4347584788306","37.785196118101354","10","2017"
"1004","27,333.33","348 05th Avenue","Inner Richmond","-122.46326111495453","37.78205393251588","6","2017"
"1005","65,000.00","462 22nd Avenue","Outer Richmond","-122.48141116680655","37.77904500514409","3","2017"
"1006","20,000.00","401 Crescent Court","Bayview Hunters Point","-122.38865906328951","37.711376256580074","6","2022"
"1009","20,000.00","1510 Mcallister Street","Western Addition","-122.4369747427607","37.77800503320863","7","2016"
"1011","50,800.00","220 Topeka Avenue","Bayview Hunters Point","-122.39730377524977","37.73291762799198","6","2018"
"1013","12,792.00","2676 Pine Street","Pacific Heights","-122.43983226732907","37.78719964983899","10","2020"
"1015","35,000.00","663 Head Street","Oceanview/Merced/Ingleside","-122.46450010011388","37.71902346439171","5","2021"
"1016","30,000.00","119 Teddy Avenue","Visitacion Valley","-122.40491748127744","37.71398795280877","11","2016"
"1020","96,785.00","3942 26th Street","Noe Valley","-122.42810773752609","37.74846951587001","2","2017"
"1022","40,000.00","2740 Harrison Street","Mission","-122.41203273164204","37.753563027803125","5","2015"
"1024","33,000.00","1540 15th Street","Mission","-122.41859756047482","37.76678059957471","4","2020"
"1027","50,000.00","260 Downey Street","Haight Ashbury","-122.44662877826141","37.76442539424683","3","2017"
"1032","27,517.00","2776 Diamond Street","Glen Park","-122.43379347596675","37.734884299824664","9","2015"
"1034","11,516.00","773 Huron Avenue","Outer Mission","-122.45044336646922","37.71135402565913","4","2018"
"1036","130,000.00","3640 26th Street","Mission","-122.42184617611878","37.74884943650089","2","2019"
