"","address","nhood","lat","long","month","year","block","street_name","street_type"
"6104","200 Block Of Gonzalez  Drive","Lakeshore","37.7171147827256","-122.475600587575","5","2014","200","Gonzalez","Drive"
"6105","600 Block Of 34th  Avenue","Outer Richmond","37.7767937511655","-122.494171747602","4","2012","600","34th","Avenue"
"6108","700 Block Of Geary  Avenue","Tenderloin","37.7864150211811","-122.415627887928","8","2014","700","Geary","Avenue"
"6109","2500 Block Of 28th  Avenue","Sunset/Parkside","37.7398289706516","-122.485139563508","5","2016","2500","28th","Avenue"
"6110","1100 Block Of Mission  Street","South of Market","37.7777513747528","-122.412785519962","5","2014","1100","Mission","Street"
"6116","300 Block Of Serrano  Drive","Lakeshore","37.7190651230538","-122.480467680039","12","2014","300","Serrano","Drive"
"6117","5600 Block Of Mission  Road","Excelsior","37.7105606168937","-122.448024702461","8","2014","5600","Mission","Road"
"6120","2000 Block Of 26th  Street","Bayview Hunters Point","37.7508178893866","-122.400030970784","2","2014","2000","26th","Street"
"6124","8300 Block Of Geary  Boulevard","Outer Richmond","37.7789894654836","-122.508834491056","6","2017","8300","Geary","Boulevard"
"6125","2700 Block Of 21st  Street","Mission","37.7576230393699","-122.409119804906","2","2013","2700","21st","Street"
"6130","100 Block Of Ramsell  Street","Oceanview/Merced/Ingleside","37.7136091039747","-122.46619084085","5","2015","100","Ramsell","Street"
"6133","500 Block Of Church  Street","Castro/Upper Market","37.7624887796944","-122.428469979922","2","2017","500","Church","Street"
"6136","100 Block Of Germania  Street","Hayes Valley","37.7706050772996","-122.430989157364","8","2017","100","Germania","Street"
"6137","19311900 Block Of 15th  Street","Castro/Upper Market","37.7662310757837","-122.427147907468","5","2014","19311900","15th","Street"
"6141","700 Block Of University  Street","Portola","37.7206227497344","-122.411628561158","3","2015","700","University","Street"
"6143","300 Block Of Turk  Street","Tenderloin","37.7826897415954","-122.414873820111","10","2013","300","Turk","Street"
"6144","3400 Block Of 25th  Street","Mission","37.7505565074261","-122.419666673126","2","2016","3400","25th","Street"
"6146","100 Block Of San Carlos  Street","Mission","37.7609890252741","-122.420051553777","9","2017","100","San Carlos","Street"
"6147","1000 Block Of Florida  Street","Mission","37.7551411943669","-122.410296640007","5","2015","1000","Florida","Street"
"6148","0 Block Of Lucy  Street","Bayview Hunters Point","37.7300995579217","-122.393421893325","5","2012","0","Lucy","Street"
"6151","400 Block Of Broadway  Street","North Beach","37.7981707082765","-122.404271477963","2","2017","400","Broadway","Street"
"6154","1600 Block Of Moraga  Street","Sunset/Parkside","37.7559426872722","-122.480353401776","10","2012","1600","Moraga","Street"
"6155","1300 Block Of 15th  Avenue","Inner Sunset","37.7628214697818","-122.472724597415","6","2016","1300","15th","Avenue"
"6159","1300 Block Of South Van Ness  Avenue","Mission","37.7515719389274","-122.416186565842","10","2012","1300","South Van Ness","Avenue"
"6160","800 Block Of Bush  Street","Nob Hill","37.7898456683357","-122.411254558382","6","2014","800","Bush","Street"
"6162","200 Block Of Moulton  Street","Marina","37.7993143439135","-122.436784811513","9","2017","200","Moulton","Street"
"6163","1900 Block Of Vallejo  Street","Marina","37.7959582064459","-122.429360325189","11","2015","1900","Vallejo","Street"
"6165","4400 Block Of Anza  Street","Outer Richmond","37.777652492932","-122.495844928199","7","2018","4400","Anza","Street"
"6167","1300 Block Of 25th  Avenue","Sunset/Parkside","37.7623479552117","-122.483488327746","6","2017","1300","25th","Avenue"
"6168","200 Block Of Carl  Street","Inner Sunset","37.7653378936394","-122.45358122142","4","2012","200","Carl","Street"
"6169","2300 Block Of Bryant  Street","Mission","37.7567946775261","-122.409524293361","2","2013","2300","Bryant","Street"
"6170","0 Block Of Naglee  Avenue","Outer Mission","37.7118764025099","-122.446445552844","7","2016","0","Naglee","Avenue"
"6171","2200 Block Of Bryant  Street","Mission","37.7580204901363","-122.40960378801","3","2017","2200","Bryant","Street"
"6174","3200 Block Of Folsom  Street","Bernal Heights","37.7459573931156","-122.41345419781","1","2014","3200","Folsom","Street"
"6175","100 Block Of Marston  Avenue","West of Twin Peaks","37.7274589229391","-122.447231640124","9","2014","100","Marston","Avenue"
"6177","300 Block Of Prentiss  Street","Bernal Heights","37.7389772375268","-122.412058420648","3","2012","300","Prentiss","Street"
"6180","3300 Block Of Cesar Chavez  Street","Bernal Heights","37.7481332146216","-122.417039896006","4","2015","3300","Cesar Chavez","Street"
"6181","0 Block Of Godeus  Street","Bernal Heights","37.7425966684938","-122.421128194273","3","2018","0","Godeus","Street"
"6182","400 Block Of Hyde  Street","Tenderloin","37.7849124071988","-122.416165720051","11","2011","400","Hyde","Street"
"6185","1600 Block Of North Point  Street","Marina","37.8039282546208","-122.434346936617","11","2012","1600","North Point","Street"
"6186","100 Block Of 21st  Avenue","Outer Richmond","37.7850052851269","-122.48079270155","6","2018","100","21st","Avenue"
"6187","200 Block Of Page  Street","Hayes Valley","37.7737777368632","-122.424823637483","10","2013","200","Page","Street"
"6190","800 Block Of 42nd  Avenue","Outer Richmond","37.772670976011","-122.502467414855","5","2018","800","42nd","Avenue"
"6192","100 Block Of Maynard  Street","Excelsior","37.7293403329644","-122.427146577217","5","2016","100","Maynard","Street"
"6193","1200 Block Of Oak  Street","Haight Ashbury","37.7728174296444","-122.439911874067","11","2011","1200","Oak","Street"
"6195","2800 Block Of Lyon  Street","Presidio","37.7970467567465","-122.447086515356","6","2014","2800","Lyon","Street"
"6197","100 Block Of Central  Avenue","Haight Ashbury","37.7708922414564","-122.443742616448","6","2015","100","Central","Avenue"
"6199","0 Block Of Lobos  Street","Oceanview/Merced/Ingleside","37.714915399389","-122.454263758076","11","2017","0","Lobos","Street"
"6201","4600 Block Of Irving  Street","Sunset/Parkside","37.7622139581679","-122.507664384845","9","2013","4600","Irving","Street"
"6203","900 Block Of Folsom  Street","South of Market","37.7798526538347","-122.403909233888","7","2015","900","Folsom","Street"
"6205","700 Block Of Gonzalez  Drive","Lakeshore","37.7174652865467","-122.48062777506","2","2016","700","Gonzalez","Drive"
"6206","2900 Block Of Folsom  Street","Mission","37.7501033255525","-122.413848200296","7","2012","2900","Folsom","Street"
"6208","4200 Block Of Mission  Street","Excelsior","37.7295627784528","-122.430527618741","8","2014","4200","Mission","Street"
"6209","100 Block Of Steiner  Street","Hayes Valley","37.7702679096292","-122.431763973342","6","2018","100","Steiner","Street"
"6211","1100 Block Of Mission  Street","South of Market","","","8","2014","1100","Mission","Street"
"6212","100 Block Of Beaver  Street","Castro/Upper Market","37.7653993014971","-122.436814250228","5","2014","100","Beaver","Street"
"6214","0 Block Of Admiral  Avenue","Outer Mission","37.7300810630248","-122.430535373322","8","2014","0","Admiral","Avenue"
"6215","1000 Block Of Dolores  Street","Noe Valley","37.7526396075917","-122.425156742463","5","2016","1000","Dolores","Street"
"6217","1200 Block Of California  Street","Nob Hill","37.7913113964202","-122.414928752761","12","2011","1200","California","Street"
"6219","200 Block Of Head  Street","Oceanview/Merced/Ingleside","37.7110603971916","-122.464366205831","8","2014","200","Head","Street"
"6223","2000 Block Of 23rd  Street","Potrero Hill","37.7546554931705","-122.400181975779","6","2012","2000","23rd","Street"
"6224","500 Block Of 43rd  Avenue","Outer Richmond","37.7782478958343","-122.503950625022","11","2012","500","43rd","Avenue"
"6226","200 Block Of Wilde  Avenue","Visitacion Valley","37.7161889189037","-122.401597678353","5","2017","200","Wilde","Avenue"
"6228","100 Block Of Font  Boulevard","Lakeshore","37.7155014475134","-122.473671964909","3","2014","100","Font","Boulevard"
"6232","3100 Block Of 16th  Street","Mission","37.7648133770633","-122.423607554286","2","2015","3100","16th","Street"
"6233","3900 Block Of 26th  Street","Noe Valley","37.7484290512954","-122.42823463056","6","2014","3900","26th","Street"
"6234","1300 Block Of Pacific  Avenue","Russian Hill","37.7956478824351","-122.416828932164","11","2015","1300","Pacific","Avenue"
"6236","0 Block Of Highland  Avenue","Bernal Heights","37.7374014785742","-122.424817232373","3","2014","0","Highland","Avenue"
"6237","2100 Block Of 18th  Avenue","West of Twin Peaks","37.7477595580792","-122.47495212276","10","2018","2100","18th","Avenue"
"6239","2300 Block Of 47th  Avenue","Sunset/Parkside","37.7426559203283","-122.505757397579","3","2014","2300","47th","Avenue"
"6240","3200 Block Of 24th  Street","Mission","37.7522886729741","-122.417617369928","4","2012","3200","24th","Street"
"6241","1400 Block Of Rhode Island  Street","Potrero Hill","37.7513248899989","-122.401298163147","3","2017","1400","Rhode Island","Street"
"6242","2800 Block Of Harrison  Street","Mission","37.7518312436921","-122.411823023658","5","2018","2800","Harrison","Street"
"6245","500 Block Of 03rd  Street","South of Market","37.7805274774643","-122.394848208221","12","2012","500","03rd","Street"
"6247","300 Block Of Arballo  Drive","Lakeshore","37.7208297750934","-122.482997342081","8","2015","300","Arballo","Drive"
"6248","700 Block Of 16th  Avenue","Outer Richmond","37.7739438524523","-122.474618510015","11","2011","700","16th","Avenue"
"6249","400 Block Of Fell  Street","Hayes Valley","37.7756392564124","-122.425197490369","4","2013","400","Fell","Street"
"6250","3500 Block Of Pierce  Street","Marina","37.803343355173","-122.440069480958","9","2017","3500","Pierce","Street"
"6251","300 Block Of Taylor  Street","Tenderloin","37.7855354157015","-122.411232691686","4","2012","300","Taylor","Street"
"6252","600 Block Of Bush  Street","Financial District/South Beach","37.7902110178135","-122.408378267193","10","2012","600","Bush","Street"
"6255","300 Block Of Eugenia  Avenue","Bernal Heights","37.7411080775536","-122.419150495207","10","2011","300","Eugenia","Avenue"
"6256","200 Block Of Garces  Drive","Lakeshore","37.7155906684351","-122.480812989689","4","2017","200","Garces","Drive"
"6257","1500 Block Of Mason  Street","Nob Hill","37.7976487155073","-122.41199201288","9","2016","1500","Mason","Street"
"6258","900 Block Of Athens  Street","Excelsior","37.7141139233124","-122.434090122075","6","2013","900","Athens","Street"
"6261","100 Block Of San Jose  Avenue","Mission","37.7524515017557","-122.421574666279","10","2017","100","San Jose","Avenue"
"6262","100 Block Of 22nd  Avenue","Outer Richmond","37.7849563379146","-122.481860186857","2","2017","100","22nd","Avenue"
"6263","300 Block Of Duncan  Street","Noe Valley","37.7460294106197","-122.428003717854","3","2013","300","Duncan","Street"
"6266","800 Block Of Russia  Avenue","Excelsior","37.7183388814491","-122.430378025548","6","2018","800","Russia","Avenue"
"6267","2400 Block Of Bryant  Street","Mission","37.7551964323362","-122.40936851196","3","2016","2400","Bryant","Street"
"6269","1300 Block Of Lombard  Street","Russian Hill","37.8014511548389","-122.423727408947","1","2013","1300","Lombard","Street"
"6270","2700 Block Of Polk  Street","Russian Hill","37.802023894197","-122.422994802605","3","2017","2700","Polk","Street"
"6271","1300 Block Of Grant  Avenue","North Beach","37.7992399923198","-122.4073008184","7","2018","1300","Grant","Avenue"
"6272","2200 Block Of Laguna  Street","Pacific Heights","37.7917777667044","-122.429358504323","10","2012","2200","Laguna","Street"
"6274","0 Block Of Hermann  Street","Hayes Valley","37.770705212013","-122.426425170117","4","2015","0","Hermann","Street"
"6275","900 Block Of Valencia  Street","Mission","37.7573017131395","-122.421155702881","10","2013","900","Valencia","Street"
"6276","0 Block Of Chumasero  Drive","Lakeshore","37.7132784582678","-122.472924130809","1","2013","0","Chumasero","Drive"
"6279","1600 Block Of Hayes  Street","Lone Mountain/USF","37.7742541612033","-122.443579739225","2","2016","1600","Hayes","Street"
"6282","1800 Block Of Gough  Street","Pacific Heights","37.7904131559591","-122.425709098554","9","2016","1800","Gough","Street"
"6283","1500 Block Of Bay  Street","Marina","37.8031618124423","-122.432503665247","9","2015","1500","Bay","Street"
"6285","2600 Block Of 39th  Avenue","Sunset/Parkside","37.7374454863682","-122.496789367512","1","2013","2600","39th","Avenue"
"6286","2100 Block Of 18th  Avenue","West of Twin Peaks","37.7477595580792","-122.47495212276","5","2016","2100","18th","Avenue"
"6287","800 Block Of York  Street","Mission","37.7584721060748","-122.408728848","6","2012","800","York","Street"
"6288","1400 Block Of 31st  Avenue","Sunset/Parkside","37.7601994513352","-122.489787727774","4","2015","1400","31st","Avenue"
"6289","700 Block Of Clement  Street","Inner Richmond","","","4","2018","700","Clement","Street"
"6290","0 Block Of Williams  Avenue","Bayview Hunters Point","37.7295555724889","-122.39468247242","6","2017","0","Williams","Avenue"
"6293","300 Block Of Turk  Street","Tenderloin","37.7826897415954","-122.414873820111","12","2014","300","Turk","Street"
"6295","1300 Block Of Revere  Avenue","Bayview Hunters Point","37.7290142851078","-122.385487384998","2","2012","1300","Revere","Avenue"
"6296","0 Block Of Richland  Avenue","Bernal Heights","37.7360403233068","-122.425786486418","3","2013","0","Richland","Avenue"
"6297","4500 Block Of California  Street","Inner Richmond","37.7847840289561","-122.466163377203","8","2014","4500","California","Street"
"6298","0 Block Of Flood  Avenue","West of Twin Peaks","","","3","2018","0","Flood","Avenue"
"6301","400 Block Of Eddy  Street","Tenderloin","","","7","2016","400","Eddy","Street"
"6302","0 Block Of Loyola  Terrace","Lone Mountain/USF","37.7758777834489","-122.448926958617","7","2013","0","Loyola","Terrace"
"6303","100 Block Of San Carlos  Street","Mission","37.7609890252741","-122.420051553777","8","2017","100","San Carlos","Street"
"6304","3400 Block Of 20th  Street","Mission","37.7587312522952","-122.417418594441","10","2017","3400","20th","Street"
"6305","400 Block Of Ellis  Street","Tenderloin","37.7847531551863","-122.413604475311","4","2012","400","Ellis","Street"
"6306","300 Block Of Madison  Street","Excelsior","37.7247969747769","-122.422094733253","9","2015","300","Madison","Street"
"6307","800 Block Of Fulton  Street","Hayes Valley","37.7777547017458","-122.43114381967","6","2015","800","Fulton","Street"
"6308","0 Block Of Italy  Avenue","Excelsior","37.7182930558678","-122.439135792669","12","2017","0","Italy","Avenue"
"6310","1800 Block Of Divisadero  Street","Pacific Heights","37.7866395443613","-122.440200302181","11","2014","1800","Divisadero","Street"
"6313","400 Block Of Fair Oaks  Street","Mission","37.7495077079163","-122.42375353671","12","2012","400","Fair Oaks","Street"
"6314","1000 Block Of Post  Street","Tenderloin","37.7869327392576","-122.419099466609","12","2016","1000","Post","Street"
"6315","1100 Block Of Mission  Street","South of Market","37.7777513747528","-122.412785519962","2","2014","1100","Mission","Street"
"6321","1000 Block Of Polk  Street","Tenderloin","37.78659323858","-122.419880519645","12","2014","1000","Polk","Street"
"6322","300 Block Of San Benito  Way","West of Twin Peaks","37.7296895927219","-122.467481989244","8","2015","300","San Benito","Way"
"6323","1900 Block Of Grove  Street","Lone Mountain/USF","37.7745636226501","-122.448697577274","7","2016","1900","Grove","Street"
"6324","2700 Block Of 36th  Avenue","Sunset/Parkside","37.7357809400187","-122.493473568191","6","2015","2700","36th","Avenue"
"6325","1200 Block Of Fulton  Street","Western Addition","37.7769619876961","-122.437342140025","1","2014","1200","Fulton","Street"
"6327","900 Block Of Grant  Avenue","Chinatown","37.7955846067411","-122.406563952666","4","2017","900","Grant","Avenue"
"6328","200 Block Of Burnett  Avenue","Castro/Upper Market","37.756448887407","-122.445650941548","5","2013","200","Burnett","Avenue"
"6330","200 Block Of 07th  Street","South of Market","37.7773615996383","-122.408614527684","11","2013","200","07th","Street"
"6331","100 Block Of Cambon  Drive","Lakeshore","37.7166658976853","-122.474242229743","11","2018","100","Cambon","Drive"
"6332","2400 Block Of Filbert  Street","Marina","37.7974980729893","-122.4397890104","6","2016","2400","Filbert","Street"
"6334","1100 Block Of Guerrero  Street","Mission","37.7527678866354","-122.422994390819","9","2013","1100","Guerrero","Street"
"6335","200 Block Of Dolores  Street","Castro/Upper Market","37.7652109535115","-122.42652263038","4","2015","200","Dolores","Street"
"6336","2200 Block Of Union  Street","Marina","37.7969841734397","-122.436313766576","11","2015","2200","Union","Street"
"6337","700 Block Of Geary  Street","Tenderloin","37.7864150211811","-122.415627887928","4","2014","700","Geary","Street"
"6338","0 Block Of Ralston  Street","Oceanview/Merced/Ingleside","37.7136004848998","-122.468865311667","7","2017","0","Ralston","Street"
"6340","200 Block Of Juanita  Way","West of Twin Peaks","37.7413897307606","-122.455231758328","5","2012","200","Juanita","Way"
"6341","400 Block Of 09th  Avenue","Inner Richmond","37.7799127550668","-122.467420829614","12","2012","400","09th","Avenue"
"6342","1000 Block Of Ingerson  Avenue","Bayview Hunters Point","37.7196444363502","-122.393916787295","1","2012","1000","Ingerson","Avenue"
"6343","500 Block Of Arch  Street","Oceanview/Merced/Ingleside","37.7206668665583","-122.46716898594","3","2017","500","Arch","Street"
"6345","4300 Block Of 24th  Street","Noe Valley","37.7509324410757","-122.440081635934","2","2018","4300","24th","Street"
"6346","100 Block Of Font  Boulevard","Lakeshore","37.7155014475134","-122.473671964909","8","2017","100","Font","Boulevard"
"6348","200 Block Of 04th  Avenue","Inner Richmond","37.7839726003783","-122.462347533041","11","2017","200","04th","Avenue"
"6351","600 Block Of Jones  Street","Tenderloin","37.7870566884697","-122.4132281376","1","2013","600","Jones","Street"
"6352","1900 Block Of Page  Street","Haight Ashbury","37.7702064256054","-122.452890940421","11","2015","1900","Page","Street"
"6353","500 Block Of Chestnut  Street","North Beach","37.803885327483","-122.412215812776","7","2014","500","Chestnut","Street"
"6354","1100 Block Of Filbert  Street","Russian Hill","37.8002373669983","-122.418409960732","8","2013","1100","Filbert","Street"
"6355","1000 Block Of Sanchez  Street","Noe Valley","37.7519664291255","-122.429695006455","5","2016","1000","Sanchez","Street"
"6356","700 Block Of Polk  Street","Tenderloin","37.7833345920175","-122.419227569478","9","2012","700","Polk","Street"
"6357","400 Block Of Fell  Street","Hayes Valley","37.7756392564124","-122.425197490369","8","2014","400","Fell","Street"
"6358","600 Block Of Capp  Street","Mission","37.7563017157092","-122.417735446658","1","2017","600","Capp","Street"
"6363","900 Block Of Sutter  Street","Nob Hill","37.7882829130777","-122.416006212877","3","2018","900","Sutter","Street"
"6364","100 Block Of Bartlett  Street","Mission","37.7545677157908","-122.419781695601","12","2016","100","Bartlett","Street"
"6365","0 Block Of Wetmore  Street","Nob Hill","37.7935268736831","-122.410320737981","3","2013","0","Wetmore","Street"
"6366","0 Block Of Sutro Heights  Avenue","Outer Richmond","37.7761734354769","-122.507558243473","2","2012","0","Sutro Heights","Avenue"
"6367","3600 Block Of Fillmore  Street","Marina","37.8031269160317","-122.436703068701","10","2011","3600","Fillmore","Street"
"6368","500 Block Of Hearst  Avenue","West of Twin Peaks","37.7306856560515","-122.450000632214","1","2018","500","Hearst","Avenue"
"6369","1300 Block Of Franklin  Street","Western Addition","37.7871037650177","-122.423355922678","7","2012","1300","Franklin","Street"
"6370","100 Block Of Jersey  Street","Noe Valley","37.7507954956595","-122.429021113423","12","2011","100","Jersey","Street"
"6371","100 Block Of Argonaut  Street","Visitacion Valley","37.710738188468","-122.414685365227","11","2014","100","Argonaut","Street"
"6373","2400 Block Of Washington  Street","Pacific Heights","37.7916956506027","-122.433560019442","12","2015","2400","Washington","Street"
"6376","200 Block Of Turk  Street","Tenderloin","37.7828992640006","-122.413232757529","7","2015","200","Turk","Street"
"6378","300 Block Of Arballo  Drive","Lakeshore","37.7208297750934","-122.482997342081","8","2018","300","Arballo","Drive"
"6381","200 Block Of Vienna  Street","Excelsior","37.724371075389","-122.427492866299","2","2012","200","Vienna","Street"
"6382","300 Block Of Spruce  Street","Presidio Heights","37.7877862077064","-122.453680906648","4","2013","300","Spruce","Street"
"6383","400 Block Of Ofarrell  Street","Tenderloin","37.7859445814449","-122.411736546098","7","2016","400","Ofarrell","Street"
"6385","2700 Block Of Pine  Street","Pacific Heights","37.7870063962144","-122.441082788576","2","2013","2700","Pine","Street"
"6387","0 Block Of Maynard  Street","Excelsior","37.7292190475547","-122.429547740528","4","2015","0","Maynard","Street"
"6389","0 Block Of Chumasero  Drive","Lakeshore","37.7132784582678","-122.472924130809","12","2018","0","Chumasero","Drive"
"6392","600 Block Of Minna  Street","South of Market","37.7782022594258","-122.411135866783","10","2013","600","Minna","Street"
"6395","300 Block Of Turk  Street","Tenderloin","37.7826897415954","-122.414873820111","10","2018","300","Turk","Street"
"6396","1400 Block Of Revere  Avenue","Bayview Hunters Point","37.7300744123447","-122.387355361525","8","2015","1400","Revere","Avenue"
"6397","400 Block Of Fair Oaks  Street","Mission","37.7495077079163","-122.42375353671","8","2012","400","Fair Oaks","Street"
"6398","3300 Block Of Octavia  Street","Marina","37.8030505737563","-122.429950200459","9","2016","3300","Octavia","Street"
"6401","1400 Block Of Oakdale  Avenue","Bayview Hunters Point","37.7330001799589","-122.387550344001","6","2015","1400","Oakdale","Avenue"
"6403","4000 Block Of 26th  Street","Noe Valley","37.7482958752587","-122.430451576294","6","2016","4000","26th","Street"
"6405","600 Block Of Post  Street","Tenderloin","37.787702367097","-122.413044907271","4","2013","600","Post","Street"
"6406","4300 Block Of Balboa  Street","Outer Richmond","37.7753480273276","-122.505350281294","8","2013","4300","Balboa","Street"
"6408","0 Block Of Cervantes  Boulevard","Marina","37.8035887082932","-122.438342311002","10","2016","0","Cervantes","Boulevard"
"6410","400 Block Of Shrader  Street","Haight Ashbury","","","6","2015","400","Shrader","Street"
"6412","2400 Block Of 18th  Street","Potrero Hill","37.7619661422694","-122.406684736972","9","2016","2400","18th","Street"
"6413","2200 Block Of 20th  Avenue","Sunset/Parkside","37.745800980701","-122.476959743362","11","2018","2200","20th","Avenue"
"6414","2700 Block Of 39th  Avenue","Sunset/Parkside","37.7355881416226","-122.496660110863","12","2013","2700","39th","Avenue"
"6415","1400 Block Of Newcomb  Avenue","Bayview Hunters Point","37.7336369755382","-122.386977580763","3","2016","1400","Newcomb","Avenue"
"6417","100 Block Of Columbus  Avenue","Chinatown","37.7966055783445","-122.404850278841","9","2018","100","Columbus","Avenue"
"6418","1300 Block Of Clement  Street","Outer Richmond","37.7825315326764","-122.473547534656","10","2017","1300","Clement","Street"
"6419","300 Block Of Douglass  Street","Twin Peaks","37.7587453096845","-122.439140863354","8","2018","300","Douglass","Street"
"6420","2600 Block Of Quintara  Street","Sunset/Parkside","37.7478646379762","-122.493762637204","4","2013","2600","Quintara","Street"
"6421","1400 Block Of 24th  Avenue","Sunset/Parkside","37.7605300725391","-122.482286629142","3","2013","1400","24th","Avenue"
"6422","1100 Block Of Shrader  Street","Haight Ashbury","37.764262509038","-122.451127675754","5","2016","1100","Shrader","Street"
"6423","2500 Block Of 47th  Avenue","Sunset/Parkside","37.738931619833","-122.505494207236","6","2013","2500","47th","Avenue"
"6424","100 Block Of Grattan  Street","Haight Ashbury","","","9","2016","100","Grattan","Street"
"6426","200 Block Of Broad  Street","Oceanview/Merced/Ingleside","37.7131611211691","-122.460796716798","6","2013","200","Broad","Street"
"6428","3500 Block Of 22nd  Street","Noe Valley","37.7549956758131","-122.42604559532","4","2015","3500","22nd","Street"
"6431","2100 Block Of 42nd  Avenue","Sunset/Parkside","37.7466245902771","-122.500661854732","7","2013","2100","42nd","Avenue"
"6432","1200 Block Of Potrero  Avenue","Mission","37.7523651207236","-122.406277826426","4","2018","1200","Potrero","Avenue"
"6433","1000 Block Of Shotwell  Street","Mission","37.7516383143303","-122.415093309845","9","2016","1000","Shotwell","Street"
"6435","100 Block Of Holloway  Avenue","Oceanview/Merced/Ingleside","37.7218499928702","-122.454616789624","10","2015","100","Holloway","Avenue"
"6436","0 Block Of Hermann  Street","Hayes Valley","37.770705212013","-122.426425170117","12","2016","0","Hermann","Street"
"6438","100 Block Of 06th  Street","South of Market","37.7807532842702","-122.408434734277","4","2016","100","06th","Street"
"6439","300 Block Of Eddy  Street","Tenderloin","37.7837842792956","-122.413764591261","12","2015","300","Eddy","Street"
"6441","1300 Block Of Clement  Street","Outer Richmond","37.7825315326764","-122.473547534656","8","2015","1300","Clement","Street"
"6442","500 Block Of Gonzalez  Drive","Lakeshore","37.7161426415235","-122.478808588133","4","2018","500","Gonzalez","Drive"
"6443","100 Block Of Duncan  Street","Noe Valley","37.7463089669583","-122.423456725645","10","2013","100","Duncan","Street"
"6445","100 Block Of Broad  Street","Oceanview/Merced/Ingleside","37.7131828153938","-122.457538740159","6","2016","100","Broad","Street"
"6447","800 Block Of Broderick  Street","Western Addition","37.7780491154434","-122.440120127086","1","2016","800","Broderick","Street"
"6451","600 Block Of Taylor  Street","Nob Hill","37.7883246475936","-122.411787145198","3","2018","600","Taylor","Street"
"6453","100 Block Of Haight  Street","Hayes Valley","37.7728458549978","-122.424635219555","3","2016","100","Haight","Street"
"6454","800 Block Of Oak  Street","Hayes Valley","37.7736531860689","-122.433288042185","2","2012","800","Oak","Street"
"6455","500 Block Of 29th  Avenue","Outer Richmond","37.7789311920551","-122.488944504755","8","2013","500","29th","Avenue"
"6458","0 Block Of Duboce  Avenue","Mission","37.7699318729158","-122.420427578108","5","2013","0","Duboce","Avenue"
"6460","3100 Block Of Gough  Street","Marina","37.8023267969845","-122.428116202727","5","2014","3100","Gough","Street"
"6462","0 Block Of Precita  Avenue","Bernal Heights","37.746734756973","-122.418702961716","5","2013","0","Precita","Avenue"
"6463","1800 Block Of Rivera  Street","Sunset/Parkside","37.746330547995","-122.486130276972","2","2015","1800","Rivera","Street"
"6464","0 Block Of Camp  Street","Mission","37.7640024624896","-122.4233782117","10","2015","0","Camp","Street"
"6466","100 Block Of Nueva  Avenue","Bayview Hunters Point","37.712102444432","-122.397003163395","1","2016","100","Nueva","Avenue"
"6469","2200 Block Of Mission  Street","Mission","37.7610356057832","-122.419282655375","4","2014","2200","Mission","Street"
"6470","1200 Block Of Lombard  Street","Russian Hill","37.8016582367006","-122.422079679993","9","2015","1200","Lombard","Street"
"6471","2700 Block Of Folsom  Street","Mission","37.7533024746416","-122.414159771107","11","2013","2700","Folsom","Street"
"6473","700 Block Of 15th  Street","Mission","37.7670551868848","-122.408133673565","1","2013","700","15th","Street"
"6474","400 Block Of Colon  Avenue","West of Twin Peaks","37.7330783771291","-122.457689485507","12","2016","400","Colon","Avenue"
"6476","1300 Block Of 11th  Avenue","Inner Sunset","37.7630120502056","-122.468386060871","7","2018","1300","11th","Avenue"
"6477","200 Block Of 28th  Street","Noe Valley","37.7452319503361","-122.427929489069","6","2015","200","28th","Street"
"6479","0 Block Of Britton  Street","Visitacion Valley","37.7132670888963","-122.412262404171","8","2013","0","Britton","Street"
"6480","1400 Block Of Revere  Avenue","Bayview Hunters Point","37.7300744123447","-122.387355361525","4","2015","1400","Revere","Avenue"
"6481","100 Block Of Venus  Street","Bayview Hunters Point","37.7307462973249","-122.397912633358","1","2018","100","Venus","Street"
"6484","200 Block Of Silliman  Street","Portola","37.730589147849","-122.407565038971","8","2016","200","Silliman","Street"
"6486","300 Block Of 15th  Avenue","Outer Richmond","37.7811960304729","-122.474023572299","7","2015","300","15th","Avenue"
"6487","0 Block Of Higuera  Avenue","Lakeshore","37.7185417121616","-122.483887007251","12","2017","0","Higuera","Avenue"
"6488","200 Block Of North Point  Street","North Beach","37.8068604989503","-122.41131949115","3","2013","200","North Point","Street"
"6489","200 Block Of Dolores  Street","Castro/Upper Market","37.7652109535115","-122.42652263038","8","2015","200","Dolores","Street"
"6494","500 Block Of 39th  Avenue","Outer Richmond","37.778442876471","-122.49966052186","5","2013","500","39th","Avenue"
"6496","500 Block Of 05th  Avenue","Inner Richmond","37.7782106722736","-122.463008483272","9","2014","500","05th","Avenue"
"6497","1000 Block Of Judah  Street","Inner Sunset","37.7618247143079","-122.473220287889","9","2013","1000","Judah","Street"
"6498","900 Block Of Meade  Avenue","Bayview Hunters Point","37.7179373973794","-122.397543693891","7","2015","900","Meade","Avenue"
"6499","600 Block Of Pine  Street","Financial District/South Beach","37.7913981211354","-122.406532405899","5","2016","600","Pine","Street"
"6500","2300 Block Of 45th  Avenue","Sunset/Parkside","37.7427517209784","-122.503614800893","11","2016","2300","45th","Avenue"
"6501","200 Block Of Font  Boulevard","Lakeshore","37.7162927222064","-122.475228742305","9","2011","200","Font","Boulevard"
