"","nhood_month_year","buyout_amount","count","avg_buyout","month","year","nhood"
"828","5 2019 Nob Hill",70000,3,23333.3333333333,"5","2019","Nob Hill"
"829","5 2019 Outer Richmond",99500,2,49750,"5","2019","Outer Richmond"
"830","5 2019 Pacific Heights",14094.69,1,14094.69,"5","2019","Pacific Heights"
"831","5 2019 Portola",45000,1,45000,"5","2019","Portola"
"832","5 2019 Russian Hill",35000,1,35000,"5","2019","Russian Hill"
"833","5 2019 Seacliff",22500,2,11250,"5","2019","Seacliff"
"834","5 2019 Sunset/Parkside",101247,3,33749,"5","2019","Sunset/Parkside"
"835","5 2019 West of Twin Peaks",33254,2,16627,"5","2019","West of Twin Peaks"
"836","5 2020 Bayview Hunters Point",35000,1,35000,"5","2020","Bayview Hunters Point"
"837","5 2020 Bernal Heights",32000,1,32000,"5","2020","Bernal Heights"
"838","5 2020 Inner Sunset",60000,1,60000,"5","2020","Inner Sunset"
"839","5 2020 Marina",135000,1,135000,"5","2020","Marina"
"840","5 2020 Mission",NA,2,NA,"5","2020","Mission"
"841","5 2020 Noe Valley",30000,1,30000,"5","2020","Noe Valley"
