Case Number,Pre Buyout Disclosure Declaration Date,Buyout Agreement Date,Buyout Amount,Unknown Amount,Other Consideration,Number of Tenants,Address,ZIP Code,Supervisor District,Analysis Neighborhood,point,geocoding_confidence,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,DELETE - Neighborhoods,DELETE - Police Districts,DELETE - Supervisor Districts,DELETE - Fire Prevention Districts,DELETE - Zip Codes,"Areas of Vulnerability, 2016",Central Market/Tenderloin Boundary,Invest In Neighborhoods (IIN) Areas,Civic Center Harm Reduction Project Boundary,Neighborhoods
B161705,05/17/2016,,,,,,2861 Folsom Street,94110,9,Mission,POINT (-122.41396920380316 37.75155158616505),100,53,3,2,20,19,4,7,2,"28,859",2,,,,53
B161232,03/29/2016,,,,,,2555 31st Avenue,94116,4,Sunset/Parkside,POINT (-122.48839292966174 37.73960484279596),100,40,10,7,35,35,8,3,1,"29,491",1,,,,40
B171304,05/15/2017,,,,,,3099 Washington Street,94115,2,Pacific Heights,POINT (-122.44419603241774 37.79031928382802),100,102,8,6,30,27,6,1,13,"29,490",1,,,,102
B152254,08/13/2015,,,,,,1229 Divisadero Street,94115,5,Western Addition,POINT (-122.43908538994785 37.78088240424941),100,13,4,11,39,41,5,11,15,"29,490",2,,,,13
B180197,01/23/2018,,,,,,30 Hahn Street,94134,10,Visitacion Valley,POINT (-122.4150195848412 37.714234790502346),100,75,9,9,40,39,7,8,9,309,2,,,,75
B210677,05/11/2021,,,,,,91 Belcher Street,94114,8,Castro/Upper Market,POINT (-122.43008146994984 37.76788552617503),100,28,7,5,5,3,9,5,7,"28,862",1,,,,28
B221730,08/24/2022,,,,,,48 Magnolia Street,94123,2,Marina,POINT (-122.4320304530393 37.80091394645863),100,17,4,6,13,17,9,1,13,57,1,,,,17
B183378,12/10/2018,,,,,,1462 San Bruno Avenue,94110,9,Mission,POINT (-122.40404775913372 37.74997765078782),100,54,3,9,20,19,4,8,10,"28,859",1,,,,54
B221890,10/03/2022,,,,,,717 40th Avenue,94121,1,Outer Richmond,POINT (-122.5005372069952 37.775207149606544),100,8,8,4,29,26,6,2,11,55,1,,,,8
B191921,08/08/2019,11/05/2020,"65,000.00",,true,2,3312 Clay Street,94118,2,Presidio Heights,POINT (-122.4474579390703 37.78906593336731),100,10,8,6,31,31,6,1,13,54,1,,,,10
B221569,07/27/2022,,,,,,3233 21st Street,94110,9,Mission,POINT (-122.41955354805634 37.75697476655119),100,53,3,2,20,19,4,7,2,"28,859",2,,,,53
B150888,04/17/2015,,,,,,1918 Mission Street,94103,9,Mission,POINT (-122.41983822463692 37.76632167947455),100,53,3,2,20,19,4,7,8,"28,853",2,,,,53
B180119,01/17/2018,04/03/2018,"60,000.00",,,1,1927 Page Street,94117,5,Haight Ashbury,POINT (-122.45255910204833 37.77022789245039),100,25,7,11,3,9,5,11,15,"29,492",1,,,,25
B221435,06/17/2022,,,,,,679 34th Avenue,94121,1,Outer Richmond,POINT (-122.49418273690425 37.77629901100796),100,8,8,4,29,26,6,2,11,55,1,,,,8
B220433,03/10/2022,,,,,,2157 Beach Street,94123,2,Marina,POINT (-122.44458249389781 37.80355948134956),100,17,4,6,13,17,9,1,13,57,1,,,,17
B161211,03/28/2016,08/02/2016,"21,613.60",,true,2,225 11th Avenue,94118,1,Inner Richmond,POINT (-122.46991793457532 37.78407207691857),100,5,8,4,11,11,6,2,11,54,1,,,,5
B151058,04/30/2015,06/22/2015,"45,000.00",,,1,152 04th Avenue,94118,1,Inner Richmond,POINT (-122.46245933619834 37.78582522929363),100,4,8,6,11,11,6,1,11,54,1,,,,4
B191531,07/05/2019,,,,,,3754 Sacramento Street,94118,2,Presidio Heights,POINT (-122.45450557511234 37.787263067601316),100,10,8,6,31,31,6,1,11,54,1,,,,10
B162187,06/27/2016,,,,,,691 O’Farrell Street,94109,5,Tenderloin,POINT (-122.41607038967466 37.78537901507146),100,20,5,10,36,36,10,9,7,"28,858",2,1,,,20
B221537,07/11/2022,,,,,,1278 47th Avenue,94122,4,Sunset/Parkside,POINT (-122.50714016942413 37.76268067891393),100,39,10,7,35,35,8,3,1,56,1,,,,39
B172592,10/12/2017,,,,,,1431 Grove Street,94117,5,Hayes Valley,POINT (-122.4402109304185 37.77562237068437),100,24,7,11,9,10,5,11,15,"29,492",1,,,,24
B201116,08/03/2020,10/07/2020,"20,000.00",,,1,11 Fielding Street,94133,3,North Beach,POINT (-122.41006426983617 37.803676159697616),100,106,6,3,23,23,1,10,3,308,1,,,,106
B220388,02/18/2022,,,,,,500 11th Avenue,94118,1,Inner Richmond,POINT (-122.46946745035356 37.77876561856282),100,5,8,4,11,11,6,2,11,54,1,,,,5
B160222,01/25/2016,,,,,,3632 26th Street,94110,8,Mission,POINT (-122.42175962063662 37.74885465317911),100,53,3,5,20,19,4,5,2,"28,859",1,,,,53
B190251,01/25/2019,,,,,,2335 Balboa Street,94121,1,Outer Richmond,POINT (-122.48380749238795 37.77631043227178),100,8,8,4,29,26,6,2,11,55,1,,,,8
B152717,10/05/2015,,,,,,3591 18th Street,94110,9,Mission,POINT (-122.42356056208668 37.76155892473326),100,37,3,5,20,19,4,5,2,"28,859",1,,,,37
B210202,02/16/2021,,,,,,1830 Jackson Street,94109,2,Pacific Heights,POINT (-122.42525861001104 37.79368820096481),100,102,4,6,30,27,9,1,13,"28,858",1,,,,102
B201237,08/31/2020,,,,,,761 Paris Street,94112,11,Excelsior,POINT (-122.43840882643103 37.717062111834224),100,90,9,1,7,5,7,6,9,"28,861",2,,,,90
B153247,11/19/2015,02/01/2016,"26,385.96",,true,1,1026 Montgomery Street,94133,3,North Beach,POINT (-122.40390139504768 37.79852576970837),100,106,6,3,23,23,1,10,3,308,2,,,,106
B201610,,11/20/2020,"50,000.00",,,1,820 Green Street,94133,3,Russian Hill,POINT (-122.41270429033365 37.79907655562949),100,107,6,3,32,32,1,10,3,308,1,,,,107
B170838,03/28/2017,,,,,,120 Ellis Street,94102,3,Tenderloin,POINT (-122.4082291970915 37.785477781579594),100,19,5,3,36,36,10,10,14,"28,852",2,1,,,19
B221450,06/23/2022,,,,,,1923 Jackson Street,94109,2,Pacific Heights,POINT (-122.42677479182622 37.793440510494456),100,102,4,6,30,27,9,1,13,"28,858",1,,,,102
B162565,08/10/2016,05/05/2017,"27,000.00",,,1,131 Charles Street,94131,8,Glen Park,POINT (-122.42579390679423 37.738335556531595),100,59,9,5,10,7,7,5,2,63,1,,,,59
B171226,05/09/2017,,,,,,900 Potrero Avenue,94110,9,Potrero Hill,POINT (-122.40688587258647 37.757692859195664),100,53,3,2,20,19,4,7,10,"28,859",2,,,,53
B211779,11/19/2021,,,,,,1947 Fulton Street,94117,5,Lone Mountain/USF,POINT (-122.44872238107094 37.7754946545729),100,24,7,11,18,16,5,11,15,"29,492",1,,,,24
B171220,05/08/2017,,,,,,1338 Stevenson Street,94103,6,Mission,POINT (-122.42172887237402 37.77095603289943),100,32,1,10,20,19,2,9,8,"28,853",2,,,,32
B210093,01/21/2021,03/25/2021,"32,400.00",,,1,1310 Turk Street,94115,5,Western Addition,POINT (-122.43070735374896 37.780713425481956),100,97,4,11,39,41,9,11,15,"29,490",2,,,,97
B210521,04/12/2021,,,,,,2015 30th Avenue,94116,4,Sunset/Parkside,POINT (-122.48802025523132 37.749662866329956),100,39,10,7,35,35,8,3,1,"29,491",1,,,,39
B180649,03/05/2018,08/21/2018,"5,000.00",,,2,327 05TH Avenue,94118,1,Inner Richmond,POINT (-122.46335756819289 37.78244122898703),100,5,8,4,11,11,6,2,11,54,1,,,,5
B163796,12/07/2016,,,,,,533 Union Street,94133,3,North Beach,POINT (-122.40817997829826 37.800545638917534),100,106,6,3,23,23,1,10,3,308,2,,,,106
B172370,09/13/2017,05/14/2018,"63,824.09",,true,1,1574 church Street,94131,8,Noe Valley,POINT (-122.42690392195529 37.74570173278964),100,84,9,5,22,22,7,5,2,63,1,,,,84
B163802,12/09/2016,05/02/2017,"20,000.00",,true,1,667 Spruce Street,94118,2,Presidio Heights,POINT (-122.4533804109456 37.782512108330025),100,11,8,6,31,31,6,1,11,54,1,,,,11
B201675,11/25/2020,05/07/2021,"55,000.00",,,2,1409 Anza Street,94118,1,Inner Richmond,POINT (-122.46326956764112 37.77910840668819),100,5,8,4,11,11,6,2,11,54,1,,,,5
B161829,05/26/2016,12/12/2016,"56,993.00",,,1,964 Minnesota Street,94107,10,Potrero Hill,POINT (-122.39030471759753 37.75833399555425),100,55,2,9,26,29,3,8,10,"28,856",1,,,,55
B182404,08/13/2018,,,,,,40 Parsons Street,94118,1,Lone Mountain/USF,POINT (-122.45540926971223 37.77522749151937),100,12,8,4,18,16,6,2,11,54,1,,,,12
B170341,02/16/2017,09/05/2017,"20,953.40",,true,2,2364 Pacific Avenue,94115,2,Pacific Heights,POINT (-122.43414718554659 37.79345625495394),100,102,4,6,30,27,9,1,13,"29,490",1,,,,102
B152267,08/19/2015,,,,,,3738 Judah Street,94122,4,Sunset/Parkside,POINT (-122.50209639556793 37.76062637130514),100,39,10,7,35,35,8,3,1,56,1,,,,39
B192824,10/02/2019,04/03/2020,"100,000.00",,,3,495 32nd Avenue,94121,1,Outer Richmond,POINT (-122.49229145871034 37.779911671222685),100,8,8,4,29,26,6,2,11,55,2,,,,8
B151551,06/24/2015,,,,,,435 Bright Street,94132,11,Oceanview/Merced/Ingleside,POINT (-122.46359589602834 37.71864231380025),100,64,10,1,24,24,8,6,9,64,2,,,,64
B172296,09/11/2017,12/18/2017,"44,000.00",,,4,1575 47th Avenue,94122,4,Sunset/Parkside,POINT (-122.50681916866498 37.75715236176148),100,39,10,7,35,35,8,3,1,56,1,,,,39
B172677,10/20/2017,05/07/2018,"55,000.00",,true,1,451 Frederick Street,94117,8,Haight Ashbury,POINT (-122.4515737722485 37.766534155042216),100,29,7,11,3,9,5,11,15,"29,492",1,,,,29
B170934,04/06/2017,,,,,,2711 18th Street,94110,9,Mission,POINT (-122.4093555733815 37.76178397530791),100,53,3,9,20,19,4,8,2,"28,859",2,,,,53
B190733,03/28/2019,,,,,,2085 Bush Street,94115,5,Pacific Heights,POINT (-122.43150596594121 37.78724935061405),100,101,4,11,30,27,9,11,13,"29,490",1,,,,101
B162208,06/29/2016,,,,,,2538 35th Avenue,94116,4,Sunset/Parkside,POINT (-122.49263340242064 37.73969240613749),100,40,10,7,35,35,8,3,1,"29,491",1,,,,40
B211197,08/20/2021,,,,,,506 Grove Street,94102,5,Hayes Valley,POINT (-122.42502652263828 37.777607617725344),100,22,4,11,9,10,9,11,7,"28,852",1,,,,22
B171695,06/28/2017,06/28/2017,"4,500.00",,,1,2186 Vallejo Street,94123,2,Marina,POINT (-122.43320205559279 37.795503176999745),100,102,4,6,13,17,9,1,13,57,1,,,,102
B192055,08/19/2019,,,,,,1350 Turk Street,94115,5,Western Addition,POINT (-122.43131625885675 37.78063560469748),100,97,4,11,39,41,9,11,15,"29,490",2,,,,97
B190142,01/22/2019,,,,,,1132 Alabama Street,94110,9,Mission,POINT (-122.41111279790672 37.75373538237696),100,53,3,2,20,19,4,7,2,"28,859",1,,,,53
B221754,09/07/2022,,,,,,1121 Alabama Street,94110,9,Mission,POINT (-122.41106203348329 37.75391373863564),100,53,3,2,20,19,4,7,2,"28,859",1,,,,53
B201834,12/17/2020,02/08/2022,"300,000.00",,true,3,759 Harrison Street,94107,6,South of Market,POINT (-122.39882858707723 37.78139093422049),100,32,1,10,34,34,2,9,6,"28,856",2,,,,32
B211207,08/25/2021,12/08/2021,"35,000.00",,true,5,59 Buena Vista Terrace,94117,8,Castro/Upper Market,POINT (-122.4382516599114 37.76793702312643),100,112,7,5,5,3,5,5,15,"29,492",1,,,,112
B221552,07/20/2022,,,,,,1555 Hyde Street,94109,3,Russian Hill,POINT (-122.41825715416248 37.795052782954585),100,16,6,3,32,32,1,10,5,"28,858",1,,,,16
B170643,03/16/2017,,,,,,2603 Sacramento Street,94115,2,Pacific Heights,POINT (-122.43582227913643 37.78958969711221),100,102,4,6,30,27,6,1,13,"29,490",1,,,,102
B182444,08/17/2018,10/31/2018,"18,500.00",,,1,188 Banks Street,94110,9,Bernal Heights,POINT (-122.41271353700142 37.74045591244571),100,83,9,2,2,2,7,7,10,"28,859",1,,,,83
B151896,,07/16/2015,"75,329.00",,true,1,246 San Carlos Street,94110,9,Mission,POINT (-122.41995895035005 37.75943367408419),100,53,3,2,20,19,4,7,2,"28,859",2,,,,53
B161301,04/07/2016,,,,,,312 Fillmore Street,94117,5,Hayes Valley,POINT (-122.43045151114757 37.77229875707065),100,26,4,11,9,10,9,11,7,"29,492",1,,,,26
B211632,11/04/2021,12/01/2021,"56,000.00",,true,2,567 02nd Avenue,94118,1,Inner Richmond,POINT (-122.4598185850606 37.77806942903156),100,5,8,4,11,11,6,2,11,54,1,,,,5
B220775,05/06/2022,,,,,,3209 Noriega Street,94122,4,Sunset/Parkside,POINT (-122.49809599781703 37.753265586264654),100,39,10,7,35,35,8,3,1,56,1,,,,39
B221458,06/27/2022,,,,,,3435 Cesar Chavez Street,94110,9,Bernal Heights,POINT (-122.41897791888638 37.74807107134142),100,83,3,2,2,2,4,7,2,"28,859",1,,,,83
B190734,03/28/2019,07/10/2019,"62,500.00",,,2,756 Chestnut Street,94133,3,Russian Hill,POINT (-122.41581271844684 37.80346485270565),100,107,6,3,32,32,1,10,5,308,1,,,,107
B162279,07/07/2016,,,,,,545 Oak Street,94102,5,Hayes Valley,POINT (-122.42829839902575 37.77427231130077),100,26,4,11,9,10,9,11,7,"28,852",1,,,,26
B191779,07/31/2019,,,,,,28 Linda Street,94110,9,Mission,POINT (-122.4230148386557 37.76117219242129),100,37,3,5,20,19,4,5,2,"28,859",1,,,,37
B221558,07/21/2022,,,,,,232 Pierce Street,94117,5,Haight Ashbury,POINT (-122.43378176714401 37.772032684699305),100,26,4,11,3,9,5,11,15,"29,492",1,,,,26
B201154,08/21/2020,,,,,,240 Chattanooga Street,94114,8,Noe Valley,POINT (-122.42646434543582 37.75269776713503),100,52,3,5,22,22,4,5,2,"28,862",1,,,,52
B152517,09/22/2015,,,,,,756 20th Avenue,94121,1,Outer Richmond,POINT (-122.47887485191309 37.77363384721689),100,8,8,4,29,26,6,2,11,55,1,,,,8
B192012,08/15/2019,,,,,,514 Vallejo Street,94133,3,North Beach,POINT (-122.405910173804 37.79897049709988),100,106,6,3,23,23,1,10,3,308,2,,,,106
B162063,06/16/2016,,,,,,445 O’Farrell Street,94102,5,Tenderloin,POINT (-122.41201727661554 37.78588853444768),100,20,5,10,36,36,10,9,14,"28,852",2,1,,,20
B172460,,09/28/2017,"40,000.00",,true,2,1844 Anza Street,94118,1,Inner Richmond,POINT (-122.46786215864277 37.778955456620885),100,5,8,4,11,11,6,2,11,54,1,,,,5
B173118,12/18/2017,,,,,,879 Greenwich Street,94133,3,Russian Hill,POINT (-122.41413931046198 37.80171180443177),100,107,6,3,32,32,1,10,3,308,1,,,,107
B152847,,10/14/2015,"29,500.00",,,1,2415 Buchanan Street,94115,2,Pacific Heights,POINT (-122.43117565511076 37.792198632952065),100,102,4,6,30,27,9,1,13,"29,490",1,,,,102
B181855,06/05/2018,,,,,,231 Connecticut Street,94107,10,Potrero Hill,POINT (-122.39755270536742 37.76337637486954),100,54,2,9,26,29,3,8,14,"28,856",1,,,,54
B160150,01/15/2016,,,,,,60 Majestic Avenue,94112,11,Oceanview/Merced/Ingleside,POINT (-122.45146508250278 37.717560406103345),100,81,10,1,24,24,8,6,9,"28,861",2,,,,81
B200179,01/23/2020,,,,,,725 O’farrell Street,94109,5,Tenderloin,POINT (-122.41672677963372 37.785295833016846),100,20,5,10,36,36,10,9,7,"28,858",2,1,,,20
B182180,07/19/2018,,,,,,1637 Sacramento Street,94109,3,Nob Hill,POINT (-122.41986601641044 37.791602049203235),100,105,4,3,21,21,9,10,13,"28,858",1,,,,105
B171149,05/03/2017,07/31/2017,"50,000.00",,,3,819 27th Avenue,94121,1,Outer Richmond,POINT (-122.48648704753356 37.77394230238705),100,8,8,4,29,26,6,2,11,55,1,,,,8
B161386,04/14/2016,,,,,,371 Noe Street,94114,8,Castro/Upper Market,POINT (-122.43297607290035 37.763114308250515),100,38,3,5,5,3,4,5,15,"28,862",1,,,,38
B172150,08/21/2017,07/30/2021,"30,000.00",,,1,584 Mississippi Street,94107,10,Potrero Hill,POINT (-122.39429420175411 37.75904945133383),100,54,2,9,26,29,3,8,10,"28,856",2,,,,54
B171841,07/14/2017,07/14/2017,"11,000.00",,true,2,341 Corbett Avenue,94114,8,Castro/Upper Market,POINT (-122.44516026080476 37.75991385522523),100,115,7,5,5,3,5,5,15,"28,862",1,,,,115
B221942,10/05/2022,,,,,,2663 37th Avenue,94116,4,Sunset/Parkside,POINT (-122.49468733469335 37.737318426867766),100,40,10,7,35,35,8,3,1,"29,491",1,,,,40
B181763,06/08/2018,08/09/2018,"54,358.75",,,2,2005 Fulton Street,94117,5,Lone Mountain/USF,POINT (-122.44988574800956 37.775346046325495),100,24,7,11,18,16,5,11,15,"29,492",1,,,,24
B170003,,01/04/2017,"35,000.00",,true,3,1574 35th Avenue,94122,4,Sunset/Parkside,POINT (-122.49389239638829 37.75772020086912),100,39,10,7,35,35,8,3,1,56,1,,,,39
B210532,04/15/2021,,,,,,518 Ellsworth Street,94110,9,Bernal Heights,POINT (-122.41479443620658 37.73687474632556),100,83,9,2,2,2,7,7,2,"28,859",1,,,,83
B163180,,09/28/2016,"40,000.00",,true,4,862 York Street,94110,9,Mission,POINT (-122.40875768204202 37.75828105228825),100,53,3,2,20,19,4,7,2,"28,859",2,,,,53
B190391,02/22/2019,,,,,,1492 09th Avenue,94122,7,Inner Sunset,POINT (-122.46604309603508 37.76051103592562),100,109,10,11,14,12,8,11,1,56,1,,,,109
B171761,06/30/2017,09/15/2017,"40,000.00",,true,2,1006 Page Street,94117,5,Haight Ashbury,POINT (-122.43745380190546 37.77220967943624),100,112,7,11,3,9,5,11,15,"29,492",1,,,,112
B210697,05/19/2021,,,,,,1200 Gough Street,94109,2,Western Addition,POINT (-122.42447231448408 37.784385351292606),100,100,4,11,39,41,9,11,13,"28,858",2,,,,100
B182915,10/16/2018,,,,,,3523 sacramento Street,94118,2,Presidio Heights,POINT (-122.45074140418569 37.78768832069076),100,10,8,6,31,31,6,1,11,54,1,,,,10
B210604,04/27/2021,,,,,,1463 Chestnut Street,94123,2,Marina,POINT (-122.42739598994848 37.8019217041709),100,17,4,6,13,17,9,1,13,57,1,,,,17
B192975,11/05/2019,01/14/2020,"9,280.00",,true,3,40 Niantic Avenue,94132,7,Oceanview/Merced/Ingleside,POINT (-122.4684519593178 37.70915707512138),100,65,10,8,24,24,8,4,9,64,2,,,,65
B200568,03/11/2020,,,,,,3525 Cabrillo Street,94121,1,Outer Richmond,POINT (-122.49644584284925 37.77386091694846),100,8,8,4,29,26,6,2,11,55,1,,,,8
B220634,04/01/2022,,,,,,255 Lee Avenue,94112,11,Oceanview/Merced/Ingleside,POINT (-122.4541588125381 37.72273173004641),100,64,10,8,24,24,8,4,9,"28,861",2,,,,64
B200053,01/03/2020,,,,,,2926 25th Street,94110,9,Mission,POINT (-122.40863030535063 37.7512543182487),100,53,3,2,20,19,4,7,2,"28,859",1,,,,53
B220243,02/14/2022,,,,,,699 36th Avenue,94121,1,Outer Richmond,POINT (-122.49631182217428 37.775857340487576),100,8,8,4,29,26,6,2,11,55,1,,,,8
B153304,11/24/2015,02/09/2016,"60,000.00",,true,2,100 Danvers Street,94114,8,Castro/Upper Market,POINT (-122.4434498191649 37.76030118922767),100,115,3,5,5,3,4,5,2,"28,862",1,,,,115
B153475,12/21/2015,12/21/2015,"10,000.00",,,2,30 Gardenside Drive,94131,8,Twin Peaks,POINT (-122.44504060874725 37.75145365245398),100,51,7,5,38,38,5,5,2,63,1,,,,51
B192182,,08/30/2019,"12,562.00",,,2,31 El Sereno Court,94127,7,West of Twin Peaks,POINT (-122.44488989653028 37.73866402276007),100,72,9,8,41,40,7,4,9,59,1,,,,72
B162549,08/05/2016,,,,,,2525 Fillmore Street,94115,2,Pacific Heights,POINT (-122.43465678893774 37.79273216685378),100,102,4,6,30,27,9,1,13,"29,490",1,,,,102
B171020,04/19/2017,08/11/2017,"29,446.00",,,1,145 Masonic Avenue,94118,1,Lone Mountain/USF,POINT (-122.44755070490241 37.78064662353015),100,12,7,4,18,16,5,2,15,54,1,,,,12
B150709,04/02/2015,08/21/2015,"89,500.00",,true,1,2505 Gough Street,94123,2,Marina,POINT (-122.42696374165575 37.79639249603386),100,102,4,6,13,17,9,1,13,57,1,,,,102
B151170,05/11/2015,,,,,,1237 Masonic Avenue,94117,5,Haight Ashbury,POINT (-122.44531897991732 37.76983940340588),100,25,7,11,3,9,5,11,15,"29,492",1,,,,25
B172207,08/30/2017,10/18/2017,"7,500.00",,,1,1185 Naples Street,94112,11,Excelsior,POINT (-122.43767470893951 37.71207892361138),100,58,9,1,7,5,7,6,9,"28,861",2,,,,58
B180338,01/31/2018,09/04/2018,"33,000.00",,,1,1290 Grove Street,94117,5,Hayes Valley,POINT (-122.43777819517838 37.77598629937515),100,23,4,11,9,10,5,11,15,"29,492",1,,,,23
B221880,09/22/2022,,,,,,801 Randolph Street,94132,11,Oceanview/Merced/Ingleside,POINT (-122.46992458866026 37.71425883202007),100,65,10,1,24,24,8,6,9,64,2,,,,65
B161595,05/11/2016,,,,,,505 Grand View Avenue,94114,8,Noe Valley,POINT (-122.44278997489342 37.751462782795855),100,51,3,5,22,22,4,5,2,"28,862",1,,,,51
B191245,06/04/2019,06/14/2019,"11,900.00",,,1,119 Ramsell Street,94132,11,Oceanview/Merced/Ingleside,POINT (-122.46623130134356 37.7130329181076),100,65,10,1,24,24,8,6,9,64,2,,,,65
B193291,12/18/2019,,,,,1,990 Geary Street,94109,3,Tenderloin,POINT (-122.41952873129787 37.78595336431694),100,50,4,10,36,36,9,9,13,"28,858",2,,,,50
B181232,04/19/2018,,,,,,200 Van Ness Avenue,94102,5,Tenderloin,POINT (-122.41963188715042 37.77737770710369),100,21,4,10,36,36,9,9,7,"28,852",2,1,,1,21
B191495,06/24/2019,,,,,,60 Saturn Street,94114,8,Castro/Upper Market,POINT (-122.4423608704307 37.762709631729464),100,112,7,5,5,3,5,5,15,"28,862",1,,,,112
B163642,11/22/2016,,,,,,249 Edinburgh Street,94112,11,Excelsior,POINT (-122.42904044927587 37.725127481743904),100,90,9,1,7,5,7,6,9,"28,861",2,,,,90
B221712,08/16/2022,,,,,,313 Winfield Street,94110,9,Bernal Heights,POINT (-122.41958790188603 37.741012151807716),100,83,9,2,2,2,7,7,2,"28,859",1,,,,83
B220220,01/31/2022,06/27/2022,"62,821.50",,,4,2104 24th Street,94107,10,Potrero Hill,POINT (-122.40075170297844 37.75336788699049),100,54,2,9,26,29,3,8,10,"28,856",2,,,,54
B190961,05/01/2019,,,,,,109 Miramar Avenue,94112,11,Oceanview/Merced/Ingleside,POINT (-122.45822548304236 37.72025546079518),100,64,10,1,24,24,8,6,9,"28,861",2,,,,64
B180424,02/08/2018,,,,,,446 26th Avenue,94121,1,Outer Richmond,POINT (-122.48585949763816 37.781066527722395),100,8,8,4,29,26,6,2,11,55,2,,,,8
B200586,03/25/2020,05/29/2020,"6,000.00",,true,3,1734 38th Avenue,94122,4,Sunset/Parkside,POINT (-122.49689376242877 37.75453581071395),100,39,10,7,35,35,8,3,1,56,1,,,,39
B191149,05/17/2019,,,,,,863 Arguello Boulevard,94118,1,Inner Richmond,POINT (-122.4584545842958 37.774838352275495),100,5,8,4,11,11,6,2,11,54,1,,,,5
B173043,12/07/2017,,,,,,2946 24th Street,94110,9,Mission,POINT (-122.41083738786243 37.752725306999444),100,53,3,2,20,19,4,7,2,"28,859",1,,,,53
B182615,09/11/2018,,,,,,1264 Page Street,94117,5,Haight Ashbury,POINT (-122.441602594816 37.771679207828036),100,112,7,11,3,9,5,11,15,"29,492",1,,,,112
B172728,10/27/2017,,,,,,1056 Divisadero Street,94115,5,Western Addition,POINT (-122.43858509669072 37.77926363036403),100,97,4,11,39,41,5,11,15,"29,490",1,,,,97
B210867,06/21/2021,,,,,,3052 Cesar Chavez Street,94110,9,Mission,POINT (-122.41083142668116 37.74839025913797),100,53,3,2,20,19,4,7,2,"28,859",1,,,,53
B210322,03/05/2021,05/25/2021,"40,000.00",,,4,165 Moffitt Street,94131,8,Glen Park,POINT (-122.43378441928895 37.737949725519286),100,96,9,5,10,7,7,5,2,63,1,,,,96
B211926,07/08/2021,12/30/2021,"10,000.00",,true,1,1373 46th Avenue,94122,4,Sunset/Parkside,POINT (-122.50601304858513 37.7609637045202),100,39,10,7,35,35,8,3,1,56,1,,,,39
B172790,10/31/2017,,,,,,1954 Leavenworth Street,94133,3,Russian Hill,POINT (-122.41732967847845 37.79913758573908),100,107,6,3,32,32,1,10,5,308,1,,,,107
B181619,05/23/2018,07/16/2018,"39,400.00",,true,2,351 Vernon Street,94132,11,Oceanview/Merced/Ingleside,POINT (-122.46809166336419 37.71880371252508),100,64,10,1,24,24,8,6,9,64,2,,,,64
B220657,04/11/2022,,,,,,203 Juanita Way,94127,7,West of Twin Peaks,POINT (-122.4550132854391 37.74161521180936),100,72,9,8,41,40,7,4,9,59,1,,,,72
B171649,06/20/2017,,,,,,631 Paris Street,94112,11,Excelsior,POINT (-122.43715139448834 37.71877296888416),100,90,9,1,7,5,7,6,9,"28,861",2,,,,90
