"...1","X","buyout_amount","address","nhood","long","lat","month","year","centroid_lat","centroid_long"
237,583,61300,"1701 44th Avenue","Sunset/Parkside",-122.503432948238,37.7548396212414,10,2016,37.749026,-122.493742
238,586,55000,"2223 Clement Street","Outer Richmond",-122.483048954137,37.7820869402136,3,2017,37.776683,-122.489908
239,588,27219,"157 Bernard Street","Nob Hill",-122.416027394423,37.7961787112974,10,2017,37.793044,-122.414461
240,589,7000,"592 43rd Avenue","Outer Richmond",-122.503874174154,37.77749036945,1,2020,37.776683,-122.489908
241,591,90000,"2982 Clay Street","Pacific Heights",-122.442146631803,37.7897382453112,7,2019,37.792182,-122.432784
242,594,94250,"2425 Rivera Street","Sunset/Parkside",-122.492358328388,37.7460337954892,10,2021,37.749026,-122.493742
243,596,3000,"79 Pleasant Street","Nob Hill",-122.41398819323,37.792813229714,5,2022,37.793044,-122.414461
244,601,15000,"4252 21st Street","Castro/Upper Market",-122.438360773364,37.7555163328634,11,2019,37.758812,-122.435644
245,609,6500,"147 Maynard Street","Excelsior/Outer Mission",-122.427223702272,37.7293691307245,1,2018,37.7223,-122.431224
246,616,56300,"2916 Vicente Street","Sunset/Parkside",-122.498194807582,37.738353438197,5,2022,37.749026,-122.493742
247,620,108000,"1176 Fulton Street","Western Addition",-122.436095251766,37.7771554131931,12,2018,37.780587,-122.43451
248,623,12600,"147 Maynard Street","Excelsior/Outer Mission",-122.427223702272,37.7293691307245,10,2017,37.7223,-122.431224
249,624,38000,"47 Brighton Avenue","Oceanview/Merced/Ingleside",-122.455161899891,37.7190916613924,9,2016,37.718959,-122.462039
250,626,33000,"327 Fillmore Street","Haight Ashbury/Hayes Valley",-122.430541251773,37.7723974948782,6,2021,37.776425,-122.426235
251,629,31500,"2610 Market Street","Castro/Upper Market",-122.437518081389,37.7619289148261,4,2020,37.758812,-122.435644
252,630,50000,"3484 Mission Street","Bernal Heights",-122.422968273362,37.7409144997417,12,2019,37.741391,-122.414033
253,631,20000,"54 Elizabeth Street","Mission",-122.42229061778,37.752846030013,5,2016,37.758338,-122.414678
254,632,73000,"36 Steiner Street","Haight Ashbury/Hayes Valley",-122.431607134465,37.7696000485927,1,2017,37.776425,-122.426235
255,634,16560,"1280 Brussels Street","Visitacion Valley",-122.401263889186,37.7165877466279,12,2015,37.713141,-122.408825
256,636,52333.16,"20 Church Street","Haight Ashbury/Hayes Valley",-122.42924938427,37.7701294540676,12,2016,37.776425,-122.426235
257,637,150000,"462 25th Avenue","Outer Richmond",-122.484765401728,37.7808330087581,4,2019,37.776683,-122.489908
258,638,11500,"480 Warren Drive","Inner Sunset",-122.462670930544,37.7585503392673,7,2015,37.762068,-122.467189
259,639,10000,"205 09th Street","Financial District/South Beach/SOMA",-122.413016746386,37.7749091071054,8,2016,37.779527,-122.405727
260,640,28685,"730 Church Street","Castro/Upper Market",-122.428198830813,37.7591608079746,5,2022,37.758812,-122.435644
261,641,70000,"68 Cayuga Avenue","Excelsior/Outer Mission",-122.429968233192,37.7314410757855,5,2021,37.709585,-122.455082
262,642,50002,"40 Toledo Way","Marina",-122.438370820906,37.8013682979079,10,2020,37.802877,-122.436969
263,651,75000,"2872 25th Street","Mission",-122.407627667028,37.7513139890462,8,2015,37.758338,-122.414678
264,658,70000,"15 Hemway Terrace","Lone Mountain/USF",-122.448229321083,37.7757517557991,7,2021,37.777975,-122.452816
265,660,12000,"2638 Phelps Street","Bayview Hunters Point",-122.401107083374,37.7289724201318,2,2017,37.730696,-122.388515
266,673,50000,"1472 15TH Street","Mission",-122.417076519506,37.7668724464314,7,2020,37.758338,-122.414678
267,675,50000,"3874 17th Street","Castro/Upper Market",-122.432452610573,37.7626810983907,2,2019,37.758812,-122.435644
268,676,49443.64,"4124 Judah Street","Sunset/Parkside",-122.506263354201,37.7604421991771,2,2020,37.749026,-122.493742
269,678,35000,"3537 Ortega Street","Sunset/Parkside",-122.501423015376,37.7512459067389,1,2020,37.749026,-122.493742
270,680,28000,"217 Vienna Street","Excelsior/Outer Mission",-122.427124309548,37.7248353119251,6,2019,37.7223,-122.431224
271,683,15000,"460 Marietta Drive","West of Twin Peaks",-122.444307943297,37.7380889688689,10,2019,37.737955,-122.460363
272,684,65000,"288 27th Street","Glen Park/Noe Valley",-122.426661488126,37.7469478489081,12,2019,37.747095,-122.431421
273,685,50000,"105 EDINBURGH Street","Excelsior/Outer Mission",-122.427388082078,37.7273140552624,6,2017,37.7223,-122.431224
274,687,70000,"2269 15th Street","Castro/Upper Market",-122.434760183622,37.7657491922508,8,2015,37.758812,-122.435644
275,688,75000,"548 Clayton Street","Haight Ashbury/Hayes Valley",-122.448654524274,37.7702813075915,12,2019,37.76991,-122.447678
276,690,40000,"2419 47th Avenue","Sunset/Parkside",-122.505710071422,37.7413216377319,10,2015,37.749026,-122.493742
277,692,75000,"3828 18th Street","Castro/Upper Market",-122.429052509631,37.7612802295974,11,2016,37.758812,-122.435644
278,696,62000,"275 castro Street","Castro/Upper Market",-122.435335774233,37.7645213448852,3,2018,37.758812,-122.435644
279,703,2000,"134 Clayton Street","Lone Mountain/USF",-122.449424953416,37.7741175316966,10,2020,37.777975,-122.452816
280,704,4000,"4960 Mission Street","Excelsior/Outer Mission",-122.439080947204,37.719150048318,12,2019,37.709585,-122.455082
281,705,70000,"350 Chenery Street","Glen Park/Noe Valley",-122.428388172871,37.7368194827779,7,2018,37.735976,-122.434464
282,708,40000.02,"409 Lawton Street","Inner Sunset",-122.467185928301,37.7583676200121,8,2021,37.762068,-122.467189
283,710,2e+05,"4407 18th Street","Castro/Upper Market",-122.438440878408,37.7606602147509,10,2019,37.758812,-122.435644
284,713,32000,"1237 09th Avenue","Inner Sunset",-122.466439598742,37.7652108079259,3,2017,37.762068,-122.467189
285,716,40000,"3431 19th Street","Mission",-122.419808580553,37.760177592224,1,2017,37.758338,-122.414678
286,717,54859.24,"1400 35th Avenue","Sunset/Parkside",-122.494112725003,37.7608614919064,11,2016,37.749026,-122.493742
287,718,1e+05,"832 Capp Street","Mission",-122.417501819694,37.7533526673472,8,2020,37.758338,-122.414678
288,719,96785,"3940 26th Street","Glen Park/Noe Valley",-122.42806697347,37.7484719642004,2,2017,37.747095,-122.431421
289,725,7000,"2159 California Street","Pacific Heights",-122.429866529979,37.789390777528,10,2016,37.792182,-122.432784
290,726,87500,"249 Eureka Street","Castro/Upper Market",-122.438016389303,37.7583131892485,5,2017,37.758812,-122.435644
291,727,88400.35,"406 Hoffman Avenue","Glen Park/Noe Valley",-122.440645771949,37.750728064055,4,2017,37.747095,-122.431421
292,728,47500,"3633 Lincoln Way","Sunset/Parkside",-122.49693897517,37.7645224406847,5,2019,37.749026,-122.493742
293,731,8000,"673 Shotwell Street","Mission",-122.415650121722,37.7577054878047,6,2019,37.758338,-122.414678
294,733,40000,"1118 Quintara Street","Sunset/Parkside",-122.477437017329,37.7486182076339,2,2022,37.749026,-122.493742
295,735,75000,"441 Green Street","North Beach",-122.406451203046,37.7998021556243,9,2020,37.799254,-122.407458
296,737,20000,"1584 Funston Avenue","Inner Sunset",-122.47020631757,37.7585913453872,4,2021,37.762068,-122.467189
297,740,33500,"27 Lippard Avenue","Glen Park/Noe Valley",-122.435292509611,37.7353851735159,5,2022,37.735976,-122.434464
298,743,15000,"191 Frederick Street","Haight Ashbury/Hayes Valley",-122.446206502918,37.7672198005077,10,2021,37.76991,-122.447678
299,745,5000,"1871 Sacramento Street","Pacific Heights",-122.423650845288,37.791124924415,12,2015,37.792182,-122.432784
300,746,50000,"209 Lincoln Way","Inner Sunset",-122.46021080422,37.7661358872372,6,2018,37.762068,-122.467189
301,747,23500,"866 30th Avenue","Outer Richmond",-122.489566889404,37.7729727037954,5,2015,37.776683,-122.489908
302,748,26630.09,"109 Liberty Street","Mission",-122.423740440016,37.7575261381591,8,2019,37.758338,-122.414678
303,749,20000,"1859 Broadway Street","Pacific Heights",-122.427660307457,37.795172493738,11,2019,37.792182,-122.432784
304,751,30000,"506 Grove Street","Haight Ashbury/Hayes Valley",-122.425026522638,37.7776076177253,9,2020,37.776425,-122.426235
305,752,40000,"1025 De Haro Street","Potrero Hill",-122.400812750374,37.7568138543794,4,2018,37.759056,-122.398618
306,754,1e+05,"1453 SOUTH VAN NESS Avenue","Mission",-122.41600624176,37.7499351806927,3,2019,37.758338,-122.414678
307,760,27000,"40 Tiffany Avenue","Bernal Heights",-122.420746710138,37.7459730594316,10,2021,37.741391,-122.414033
308,765,25000,"612 Andover Street","Bernal Heights",-122.416772716933,37.7359913107367,5,2022,37.741391,-122.414033
309,766,13700,"94 Ney Street","Excelsior/Outer Mission",-122.428517102628,37.7299902901082,12,2018,37.7223,-122.431224
310,768,51158,"714 Douglass Street","Glen Park/Noe Valley",-122.438648941468,37.7523606850383,11,2017,37.747095,-122.431421
311,770,109087.92,"2000 Grove Street","Lone Mountain/USF",-122.449648067383,37.7744771257223,10,2020,37.777975,-122.452816
312,771,46875.5,"471 03rd Avenue","Inner Richmond",-122.461018719789,37.7798268820133,4,2016,37.778849,-122.468955
313,772,42000,"94 Cortland Avenue","Bernal Heights",-122.421045473028,37.7402669388074,1,2022,37.741391,-122.414033
314,776,20000,"120 Haight Street","Haight Ashbury/Hayes Valley",-122.424201212418,37.7729350637983,12,2017,37.776425,-122.426235
315,777,1000,"654 Lisbon Street","Excelsior/Outer Mission",-122.436642167234,37.7180606334403,7,2018,37.7223,-122.431224
316,779,35000,"1258 Vermont Street","Mission",-122.403502251122,37.7537184420563,12,2019,37.758338,-122.414678
317,781,10800,"215 Detroit Street","West of Twin Peaks",-122.444333083994,37.7292774948149,3,2019,37.737955,-122.460363
318,783,38200,"3519 19th Street","Mission",-122.42187020464,37.7600530392424,12,2015,37.758338,-122.414678
319,784,40000,"1422 Guerrero Street","Mission",-122.42263430758,37.7484150365468,11,2020,37.758338,-122.414678
320,788,45000,"1210 Jackson Street","Nob Hill",-122.415101567978,37.7949868495494,1,2021,37.793044,-122.414461
321,789,13619.73,"1969 San Jose Avenue","Excelsior/Outer Mission",-122.442545762056,37.7255767882589,4,2018,37.709585,-122.455082
322,792,20833.33,"2876 16th Street","Mission",-122.416971829197,37.7652470674152,3,2018,37.758338,-122.414678
323,794,16000,"2027 10th Avenue","Inner Sunset",-122.46647793452,37.7504058821869,3,2020,37.762068,-122.467189
324,796,115000,"219 Clayton Street","Lone Mountain/USF",-122.449328313781,37.7732956080256,6,2021,37.777975,-122.452816
325,802,29692.82,"170 Dolores Street","Castro/Upper Market",-122.426716015912,37.7667263496841,6,2018,37.758812,-122.435644
326,804,80000,"2325 Mariposa Street","Potrero Hill",-122.406618385181,37.7632118952399,9,2020,37.759056,-122.398618
327,807,7000,"2319 39th Avenue","Sunset/Parkside",-122.497267174011,37.7435770735422,12,2016,37.749026,-122.493742
328,811,32000,"1890 43rd Avenue","Sunset/Parkside",-122.502055493031,37.7514738436874,6,2018,37.749026,-122.493742
329,812,69649,"1841 19th Street","Potrero Hill",-122.4006790042,37.7610217543318,1,2017,37.759056,-122.398618
330,813,83202.27,"170 Carl Street","Haight Ashbury/Hayes Valley",-122.451910707719,37.7655849925414,8,2020,37.76991,-122.447678
331,816,98120,"65 Joost Avenue","West of Twin Peaks",-122.43670988326,37.7323584320732,12,2021,37.737955,-122.460363
332,817,NA,"1270 California Street","Nob Hill",-122.41525139927,37.7913041372308,3,2016,37.793044,-122.414461
333,825,18000,"700 London Street","Excelsior/Outer Mission",-122.438871666114,37.718060208855,6,2018,37.7223,-122.431224
334,832,27168.26,"1388 10th Avenue","Inner Sunset",-122.467250641622,37.7623960122607,7,2019,37.762068,-122.467189
335,835,66200,"560 Vienna Street","Excelsior/Outer Mission",-122.431159513768,37.7195578191122,10,2021,37.7223,-122.431224
336,836,25578.02,"342 05th Avenue","Inner Richmond",-122.463268874265,37.7821604101707,1,2019,37.778849,-122.468955
337,839,50000,"556 Sanchez Street","Castro/Upper Market",-122.430528150344,37.7601928328611,6,2018,37.758812,-122.435644
338,840,9020,"111 Willard North Street","Lone Mountain/USF",-122.456870714959,37.7772086028426,5,2021,37.777975,-122.452816
339,841,7000,"3424 21st Street","Mission",-122.424042159208,37.7567587838283,2,2018,37.758338,-122.414678
340,844,30000,"2022 Hyde Street","Russian Hill",-122.41911289874,37.7996331793868,10,2020,37.800432,-122.417609
341,845,10500,"127 Ellert Street","Bernal Heights",-122.417487052107,37.7384147371348,4,2019,37.741391,-122.414033
342,846,6990,"3547 20th Street","Mission",-122.420129806326,37.7585461307795,10,2016,37.758338,-122.414678
343,847,55000,"200 Arguello Boulevard","Presidio Heights",-122.459227646225,37.7865400780997,11,2017,37.788849,-122.452228
344,852,20000,"1340 Union Street","Russian Hill",-122.421400717711,37.7989145767065,12,2015,37.800432,-122.417609
345,856,145000,"1028 Capp Street","Mission",-122.417200956198,37.7502128200543,5,2019,37.758338,-122.414678
346,858,150000,"1839 Webster Street","Pacific Heights",-122.431976547772,37.7877956360926,2,2016,37.792182,-122.432784
347,862,23283.42,"95 Corwin Street","Twin Peaks",-122.439169016831,37.7571263402834,1,2016,37.753375,-122.445652
348,863,53636,"249 Mississippi Street","Potrero Hill",-122.394632280873,37.7633480764806,4,2016,37.759056,-122.398618
349,866,90000,"763 Page Street","Haight Ashbury/Hayes Valley",-122.433297068842,37.772679101458,8,2016,37.76991,-122.447678
350,869,39720.48,"211 Cornwall Street","Inner Richmond",-122.461548034276,37.7849255543908,3,2022,37.778849,-122.468955
351,870,20762.77,"3600 20th Street","Mission",-122.421400690596,37.758523568547,4,2018,37.758338,-122.414678
352,873,15000,"1886 21st Avenue","Sunset/Parkside",-122.478485887366,37.7525844686211,9,2021,37.749026,-122.493742
353,876,70619.01,"531 Alvarado Street","Glen Park/Noe Valley",-122.432833247094,37.7537577443164,12,2016,37.747095,-122.431421
354,879,61500,"40 Clarion Alley","Mission",-122.420393843183,37.7630282659372,6,2020,37.758338,-122.414678
355,883,9000,"111 Castro Street","Castro/Upper Market",-122.43558258523,37.7671158442507,7,2021,37.758812,-122.435644
356,885,1000,"179 Burnside Avenue","West of Twin Peaks",-122.438686398331,37.7336374033725,12,2016,37.737955,-122.460363
357,892,10000,"465 Brussels Street","Portola",-122.405251401458,37.7263711383109,10,2019,37.72647,-122.407642
358,893,60000,"198 Park Street","Bernal Heights",-122.421119931629,37.7365189599115,12,2021,37.741391,-122.414033
359,895,60000,"288 Randall Street","Glen Park/Noe Valley",-122.429549852414,37.740617637658,12,2017,37.735976,-122.434464
360,898,27811.84,"3080 Jackson Street","Pacific Heights",-122.445763549424,37.7910782632283,10,2016,37.792182,-122.432784
361,906,13600,"1507 California Street","Nob Hill",-122.419243519809,37.7907409637302,8,2021,37.793044,-122.414461
362,907,5000,"4405 California Street","Inner Richmond",-122.46472582757,37.7849527664511,3,2022,37.778849,-122.468955
363,908,20000,"668 Banks Street","Bernal Heights",-122.413080622338,37.7350964319787,9,2020,37.741391,-122.414033
364,909,37000,"2131 Rivera Street","Sunset/Parkside",-122.489189968671,37.7461738312699,11,2018,37.749026,-122.493742
365,910,16500,"2743 Folsom Street","Mission",-122.414148375536,37.7534103346284,1,2021,37.758338,-122.414678
366,911,35000,"737 Ashbury Street","Haight Ashbury/Hayes Valley",-122.446648958567,37.7683703068336,5,2019,37.76991,-122.447678
367,912,15000,"1327 Stevenson Street","Mission",-122.421679075626,37.7711492387608,1,2018,37.758338,-122.414678
368,913,42049.53,"1873 Golden Gate Avenue","Western Addition",-122.441382457294,37.7783407814244,7,2021,37.780587,-122.43451
369,915,21000,"273 Munich Street","Excelsior/Outer Mission",-122.426474066495,37.721311126292,5,2015,37.7223,-122.431224
370,918,115000,"112 Albion Street","Mission",-122.422876640995,37.7646119162012,3,2021,37.758338,-122.414678
371,919,65000,"45 Ashbury Street","Lone Mountain/USF",-122.448027548238,37.7751724222505,12,2016,37.777975,-122.452816
372,922,NA,"2477 Mission Street","Mission",-122.418919052414,37.7574507995293,9,2019,37.758338,-122.414678
373,927,110000,"3116 Geary Boulevard","Presidio Heights",-122.45239598659,37.7819283577625,8,2019,37.788849,-122.452228
374,930,14000,"399 Steiner Street","Haight Ashbury/Hayes Valley",-122.43230902336,37.7727409485081,8,2015,37.76991,-122.447678
375,931,20000,"639 Hearst Avenue","West of Twin Peaks",-122.452058653025,37.730655402871,8,2021,37.737955,-122.460363
376,934,34000,"36 06th Avenue","Inner Richmond",-122.464750556361,37.7877532084102,8,2021,37.778849,-122.468955
377,938,81800,"431 hoffman Avenue","Glen Park/Noe Valley",-122.440543665295,37.7503841041591,8,2021,37.747095,-122.431421
378,942,17062,"388 Marietta Drive","West of Twin Peaks",-122.443574657239,37.7385934525123,5,2017,37.737955,-122.460363
379,944,128350,"2763 22nd Street","Mission",-122.409735356694,37.7559588556269,10,2018,37.758338,-122.414678
380,947,135000,"2068 Pine Street","Pacific Heights",-122.429827842969,37.7884693750298,10,2015,37.792182,-122.432784
381,954,8500,"2106 27th Avenue","Sunset/Parkside",-122.484619445176,37.7480804449442,4,2019,37.749026,-122.493742
382,955,35000,"5136 Geary Boulevard","Outer Richmond",-122.47442936513,37.7806638818492,7,2019,37.776683,-122.489908
383,956,25000,"552 Hill Street","Glen Park/Noe Valley",-122.433438465456,37.7553840057558,2,2016,37.747095,-122.431421
384,958,21500,"1376 Clayton Street","Castro/Upper Market",-122.446429290486,37.759132497426,7,2019,37.758812,-122.435644
